carrier,quart,origincty,origin,destcty,destination,passengers,marketshare,avgfare,minincrement,maxincrement,minshare,maxshare,pax3xmin
WN,20081,69880,"Philadelphia, Pennsylvania,",79360,"San Antonio, Texas,",8710,33,177,100,375,6,7,12
US,20081,69880,"Philadelphia, Pennsylvania,",79520,"San Diego, California,",31070,54,274,125,275,5,6,18
WN,20081,69880,"Philadelphia, Pennsylvania,",79520,"San Diego, California,",6440,11,199,125,375,29,9,3
UA,20081,69880,"Philadelphia, Pennsylvania,",79830,"San Francisco, California,",25120,35,390,200,300,14,7,20
US,20081,69880,"Philadelphia, Pennsylvania,",79830,"San Francisco, California,",33960,47,407,200,450,13,6,22
AA,20081,69880,"Philadelphia, Pennsylvania,",80650,"Santa Ana, California,",4630,20,235,125,250,15,6,7
DL,20081,69880,"Philadelphia, Pennsylvania,",80650,"Santa Ana, California,",2390,10,192,100,400,6,5,13
UA,20081,69880,"Philadelphia, Pennsylvania,",80650,"Santa Ana, California,",3070,13,227,125,350,25,7,6
US,20081,69880,"Philadelphia, Pennsylvania,",80650,"Santa Ana, California,",7570,33,252,125,375,14,5,9
NW,20081,69880,"Philadelphia, Pennsylvania,",82630,"Seattle, Washington,",5730,16,187,125,200,30,13,5
UA,20081,69880,"Philadelphia, Pennsylvania,",82630,"Seattle, Washington,",3700,10,327,175,325,5,5,13
US,20081,69880,"Philadelphia, Pennsylvania,",82630,"Seattle, Washington,",14400,40,295,125,250,6,6,22
US,20081,69880,"Philadelphia, Pennsylvania,",87870,"Tampa, Florida,",84620,50,149,75,225,5,10,11
WN,20081,69880,"Philadelphia, Pennsylvania,",87870,"Tampa, Florida,",56510,33,129,75,225,11,10,2
US,20081,69880,"Philadelphia, Pennsylvania,",97160,"West Palm Beach, Florida,",54740,59,182,100,250,11,8,10
WN,20081,69880,"Philadelphia, Pennsylvania,",97160,"West Palm Beach, Florida,",30470,33,134,75,250,10,8,11
US,20081,69980,"Phoenix, Arizona,",70470,"Pittsburgh, Pennsylvania,",20820,47,213,125,250,14,7,6
WN,20081,69980,"Phoenix, Arizona,",70470,"Pittsburgh, Pennsylvania,",13810,31,150,75,225,20,6,13
AS,20081,69980,"Phoenix, Arizona,",71790,"Portland, Oregon,",32080,25,155,100,225,30,6,6
US,20081,69980,"Phoenix, Arizona,",71790,"Portland, Oregon,",45970,37,152,100,300,27,5,4
WN,20081,69980,"Phoenix, Arizona,",71790,"Portland, Oregon,",41310,33,138,100,300,40,5,2
US,20081,69980,"Phoenix, Arizona,",73020,"Providence, Rhode Island,",3060,10,263,125,250,6,11,17
WN,20081,69980,"Phoenix, Arizona,",73020,"Providence, Rhode Island,",22250,75,184,125,275,14,6,4
US,20081,69980,"Phoenix, Arizona,",74830,"Raleigh/Durham, North Carolina,",9970,31,226,125,250,7,6,10
WN,20081,69980,"Phoenix, Arizona,",74830,"Raleigh/Durham, North Carolina,",12760,40,171,100,225,10,5,8
US,20081,69980,"Phoenix, Arizona,",75500,"Reno, Nevada,",18740,41,146,100,225,9,7,2
WN,20081,69980,"Phoenix, Arizona,",75500,"Reno, Nevada,",26870,58,146,100,225,10,7,0
US,20081,69980,"Phoenix, Arizona,",77850,"Sacramento, California,",29090,30,152,100,225,14,15,2
WN,20081,69980,"Phoenix, Arizona,",77850,"Sacramento, California,",67210,69,148,100,250,13,5,0
US,20081,69980,"Phoenix, Arizona,",78460,"St. Louis, Missouri,",20880,28,185,100,225,11,6,11
WN,20081,69980,"Phoenix, Arizona,",78460,"St. Louis, Missouri,",46810,62,171,100,375,16,6,11
DL,20081,69980,"Phoenix, Arizona,",79070,"Salt Lake City, Utah,",35960,24,132,100,200,17,10,1
US,20081,69980,"Phoenix, Arizona,",79070,"Salt Lake City, Utah,",36860,25,139,100,200,16,16,2
WN,20081,69980,"Phoenix, Arizona,",79070,"Salt Lake City, Utah,",74150,50,138,100,200,18,27,0
US,20081,69980,"Phoenix, Arizona,",79360,"San Antonio, Texas,",13840,36,158,100,300,22,6,4
WN,20081,69980,"Phoenix, Arizona,",79360,"San Antonio, Texas,",21890,56,166,100,300,20,13,4
US,20081,69980,"Phoenix, Arizona,",79520,"San Diego, California,",43260,23,98,75,150,45,19,2
WN,20081,69980,"Phoenix, Arizona,",79520,"San Diego, California,",141450,76,95,75,150,39,33,0
UA,20081,69980,"Phoenix, Arizona,",79830,"San Francisco, California,",28960,31,170,100,350,8,5,10
US,20081,69980,"Phoenix, Arizona,",79830,"San Francisco, California,",40250,42,182,100,350,14,5,13
WN,20081,69980,"Phoenix, Arizona,",79830,"San Francisco, California,",23020,24,144,100,225,17,7,0
US,20081,69980,"Phoenix, Arizona,",80050,"San Jose, California,",40070,37,156,100,200,13,20,3
WN,20081,69980,"Phoenix, Arizona,",80050,"San Jose, California,",67970,62,147,100,225,13,6,0
US,20081,69980,"Phoenix, Arizona,",80650,"Santa Ana, California,",62790,41,112,75,150,23,25,3
WN,20081,69980,"Phoenix, Arizona,",80650,"Santa Ana, California,",91220,59,110,75,150,22,44,0
AS,20081,69980,"Phoenix, Arizona,",82630,"Seattle, Washington,",77970,41,171,100,300,12,6,8
US,20081,69980,"Phoenix, Arizona,",82630,"Seattle, Washington,",50460,26,173,100,300,10,6,5
WN,20081,69980,"Phoenix, Arizona,",82630,"Seattle, Washington,",50320,26,148,100,300,17,6,3
US,20081,69980,"Phoenix, Arizona,",85290,"Spokane, Washington,",16880,52,181,125,300,17,6,1
WN,20081,69980,"Phoenix, Arizona,",85290,"Spokane, Washington,",9430,29,167,125,325,37,7,1
US,20081,69980,"Phoenix, Arizona,",87870,"Tampa, Florida,",22480,47,209,100,250,8,7,15
WN,20081,69980,"Phoenix, Arizona,",87870,"Tampa, Florida,",14510,30,174,100,275,11,5,9
WN,20081,69980,"Phoenix, Arizona,",92080,"Tulsa, Oklahoma,",20360,82,170,100,325,13,9,11
UA,20081,69980,"Phoenix, Arizona,",96460,"Washington, D.C.,",10620,17,376,200,325,5,11,15
US,20081,69980,"Phoenix, Arizona,",96460,"Washington, D.C.,",32980,53,387,175,325,6,16,19
DL,20081,70470,"Pittsburgh, Pennsylvania,",79520,"San Diego, California,",2710,14,183,100,225,6,7,14
UA,20081,70470,"Pittsburgh, Pennsylvania,",79520,"San Diego, California,",2160,11,227,125,300,14,8,11
US,20081,70470,"Pittsburgh, Pennsylvania,",79520,"San Diego, California,",5620,30,235,125,275,14,5,10
WN,20081,70470,"Pittsburgh, Pennsylvania,",79520,"San Diego, California,",4090,22,194,125,375,33,7,4
NW,20081,70470,"Pittsburgh, Pennsylvania,",79830,"San Francisco, California,",3280,15,158,125,200,25,7,3
UA,20081,70470,"Pittsburgh, Pennsylvania,",79830,"San Francisco, California,",3970,18,339,225,350,12,5,7
US,20081,70470,"Pittsburgh, Pennsylvania,",79830,"San Francisco, California,",7840,36,327,125,475,8,7,30
WN,20081,70470,"Pittsburgh, Pennsylvania,",79830,"San Francisco, California,",2460,11,160,125,225,49,6,2
FL,20081,70470,"Pittsburgh, Pennsylvania,",87870,"Tampa, Florida,",15080,20,128,100,175,36,7,3
U5,20081,70470,"Pittsburgh, Pennsylvania,",87870,"Tampa, Florida,",11590,15,117,75,150,14,10,5
US,20081,70470,"Pittsburgh, Pennsylvania,",87870,"Tampa, Florida,",22190,29,156,75,225,9,10,11
WN,20081,70470,"Pittsburgh, Pennsylvania,",87870,"Tampa, Florida,",18330,24,130,75,225,13,9,3
UA,20081,70470,"Pittsburgh, Pennsylvania,",96460,"Washington, D.C.,",4170,19,198,125,300,8,5,3
US,20081,70470,"Pittsburgh, Pennsylvania,",96460,"Washington, D.C.,",18280,81,192,75,300,7,6,28
DL,20081,70470,"Pittsburgh, Pennsylvania,",97160,"West Palm Beach, Florida,",4050,23,143,100,200,36,7,4
US,20081,70470,"Pittsburgh, Pennsylvania,",97160,"West Palm Beach, Florida,",10190,57,169,100,250,21,6,7
AS,20081,71790,"Portland, Oregon,",75500,"Reno, Nevada,",7600,18,97,75,175,26,5,1
WN,20081,71790,"Portland, Oregon,",75500,"Reno, Nevada,",34550,81,96,75,150,26,15,0
AS,20081,71790,"Portland, Oregon,",77850,"Sacramento, California,",30390,30,101,75,175,44,18,0
WN,20081,71790,"Portland, Oregon,",77850,"Sacramento, California,",70590,70,93,75,175,54,21,0
DL,20081,71790,"Portland, Oregon,",79070,"Salt Lake City, Utah,",24170,43,162,100,225,12,10,4
WN,20081,71790,"Portland, Oregon,",79070,"Salt Lake City, Utah,",29490,52,125,100,225,35,9,0
AS,20081,71790,"Portland, Oregon,",79520,"San Diego, California,",44630,61,173,125,275,25,8,0
WN,20081,71790,"Portland, Oregon,",79520,"San Diego, California,",18170,25,156,125,250,43,16,0
AS,20081,71790,"Portland, Oregon,",79830,"San Francisco, California,",27230,42,140,100,200,29,19,1
UA,20081,71790,"Portland, Oregon,",79830,"San Francisco, California,",33150,51,157,100,200,26,17,3
AS,20081,71790,"Portland, Oregon,",80050,"San Jose, California,",45530,56,125,100,175,23,23,0
WN,20081,71790,"Portland, Oregon,",80050,"San Jose, California,",28830,35,122,100,175,29,30,0
AS,20081,71790,"Portland, Oregon,",80650,"Santa Ana, California,",46070,80,182,125,275,14,8,0
AS,20081,71790,"Portland, Oregon,",82630,"Seattle, Washington,",51310,97,109,75,150,10,24,0
AS,20081,71790,"Portland, Oregon,",85290,"Spokane, Washington,",23410,43,96,75,150,31,17,0
WN,20081,71790,"Portland, Oregon,",85290,"Spokane, Washington,",30710,56,82,75,125,51,23,0
UA,20081,71790,"Portland, Oregon,",96460,"Washington, D.C.,",13560,50,367,225,350,13,10,9
US,20081,71790,"Portland, Oregon,",96460,"Washington, D.C.,",3030,11,237,125,350,12,6,7
WN,20081,73020,"Providence, Rhode Island,",87870,"Tampa, Florida,",66080,89,144,100,275,12,6,0
UA,20081,73020,"Providence, Rhode Island,",96460,"Washington, D.C.,",3960,19,286,100,400,10,15,46
US,20081,73020,"Providence, Rhode Island,",96460,"Washington, D.C.,",16770,80,339,175,525,6,5,7
US,20081,73020,"Providence, Rhode Island,",97160,"West Palm Beach, Florida,",8380,34,188,100,250,10,5,8
WN,20081,73020,"Providence, Rhode Island,",97160,"West Palm Beach, Florida,",13530,55,149,75,300,20,9,17
AA,20081,74830,"Raleigh/Durham, North Carolina,",78460,"St. Louis, Missouri,",13260,69,175,100,250,6,10,7
WN,20081,74830,"Raleigh/Durham, North Carolina,",78460,"St. Louis, Missouri,",2040,11,178,125,275,24,6,0
AA,20081,74830,"Raleigh/Durham, North Carolina,",79520,"San Diego, California,",5150,24,219,125,225,18,10,8
CO,20081,74830,"Raleigh/Durham, North Carolina,",79520,"San Diego, California,",2470,11,171,125,200,48,8,5
DL,20081,74830,"Raleigh/Durham, North Carolina,",79520,"San Diego, California,",3780,17,225,125,425,20,6,12
US,20081,74830,"Raleigh/Durham, North Carolina,",79520,"San Diego, California,",2870,13,206,125,300,24,6,5
WN,20081,74830,"Raleigh/Durham, North Carolina,",79520,"San Diego, California,",4150,19,183,125,300,36,6,5
AA,20081,74830,"Raleigh/Durham, North Carolina,",79830,"San Francisco, California,",5210,22,247,125,275,9,7,14
DL,20081,74830,"Raleigh/Durham, North Carolina,",79830,"San Francisco, California,",3380,14,247,125,300,17,5,14
UA,20081,74830,"Raleigh/Durham, North Carolina,",79830,"San Francisco, California,",5590,23,266,125,225,15,14,15
US,20081,74830,"Raleigh/Durham, North Carolina,",79830,"San Francisco, California,",5070,21,220,125,275,19,7,6
AA,20081,74830,"Raleigh/Durham, North Carolina,",82630,"Seattle, Washington,",4120,20,220,125,250,28,6,11
DL,20081,74830,"Raleigh/Durham, North Carolina,",82630,"Seattle, Washington,",4460,22,225,125,275,30,7,11
NW,20081,74830,"Raleigh/Durham, North Carolina,",82630,"Seattle, Washington,",2300,11,181,125,200,40,10,7
UA,20081,74830,"Raleigh/Durham, North Carolina,",82630,"Seattle, Washington,",3430,17,217,125,325,16,6,7
WN,20081,74830,"Raleigh/Durham, North Carolina,",82630,"Seattle, Washington,",2290,11,196,125,375,35,8,4
WN,20081,74830,"Raleigh/Durham, North Carolina,",87870,"Tampa, Florida,",37470,78,123,75,200,11,5,0
AA,20081,74830,"Raleigh/Durham, North Carolina,",96460,"Washington, D.C.,",24530,51,164,100,300,14,5,3
UA,20081,74830,"Raleigh/Durham, North Carolina,",96460,"Washington, D.C.,",10540,22,197,125,300,7,13,5
US,20081,74830,"Raleigh/Durham, North Carolina,",96460,"Washington, D.C.,",13030,27,206,125,300,18,26,4
DL,20081,75500,"Reno, Nevada,",79070,"Salt Lake City, Utah,",12660,52,121,75,200,14,7,4
WN,20081,75500,"Reno, Nevada,",79070,"Salt Lake City, Utah,",11470,47,107,75,150,13,26,0
WN,20081,75500,"Reno, Nevada,",79520,"San Diego, California,",40650,92,123,100,175,16,13,0
WN,20081,75500,"Reno, Nevada,",80050,"San Jose, California,",30740,100,90,75,125,32,36,0
AQ,20081,75500,"Reno, Nevada,",80650,"Santa Ana, California,",8200,39,119,100,150,16,16,0
WN,20081,75500,"Reno, Nevada,",80650,"Santa Ana, California,",11170,53,144,125,200,28,9,0
AS,20081,75500,"Reno, Nevada,",82630,"Seattle, Washington,",29780,59,104,75,175,22,9,0
WN,20081,75500,"Reno, Nevada,",82630,"Seattle, Washington,",20620,41,98,75,175,38,14,0
B6,20081,76620,"Rochester, New York,",87870,"Tampa, Florida,",3440,11,146,100,225,17,6,3
FL,20081,76620,"Rochester, New York,",87870,"Tampa, Florida,",23620,72,143,100,175,13,13,4
G4,20081,76650,"Rockford, Illinois,",79812,"Sanford, Florida,",20150,100,124,100,225,29,6,0
DL,20081,77850,"Sacramento, California,",79070,"Salt Lake City, Utah,",24950,76,155,125,200,30,13,1
WN,20081,77850,"Sacramento, California,",79070,"Salt Lake City, Utah,",6700,20,152,125,200,24,7,0
WN,20081,77850,"Sacramento, California,",79520,"San Diego, California,",185560,98,103,75,150,33,30,0
WN,20081,77850,"Sacramento, California,",80650,"Santa Ana, California,",112580,93,115,75,150,8,55,0
AS,20081,77850,"Sacramento, California,",82630,"Seattle, Washington,",43030,50,132,75,225,6,9,2
WN,20081,77850,"Sacramento, California,",82630,"Seattle, Washington,",38750,45,130,75,200,6,22,0
UA,20081,77850,"Sacramento, California,",96460,"Washington, D.C.,",10210,43,411,225,375,8,7,9
US,20081,77850,"Sacramento, California,",96460,"Washington, D.C.,",4730,20,271,175,375,8,6,3
WN,20081,77850,"Sacramento, California,",96460,"Washington, D.C.,",2540,11,189,125,275,22,6,4
DL,20081,78460,"St. Louis, Missouri,",79070,"Salt Lake City, Utah,",8620,38,195,125,225,11,11,3
WN,20081,78460,"St. Louis, Missouri,",79070,"Salt Lake City, Utah,",10700,47,179,125,350,22,9,0
AA,20081,78460,"St. Louis, Missouri,",79360,"San Antonio, Texas,",18510,67,171,125,200,49,8,6
WN,20081,78460,"St. Louis, Missouri,",79360,"San Antonio, Texas,",8200,30,181,125,275,23,19,0
AA,20081,78460,"St. Louis, Missouri,",79520,"San Diego, California,",16320,55,212,125,250,20,6,6
WN,20081,78460,"St. Louis, Missouri,",79520,"San Diego, California,",7730,26,207,125,375,25,9,5
AA,20081,78460,"St. Louis, Missouri,",79830,"San Francisco, California,",18660,73,245,125,375,12,5,10
AA,20081,78460,"St. Louis, Missouri,",80650,"Santa Ana, California,",14360,70,218,125,300,16,5,9
AA,20081,78460,"St. Louis, Missouri,",82630,"Seattle, Washington,",19430,64,233,125,225,25,10,13
WN,20081,78460,"St. Louis, Missouri,",82630,"Seattle, Washington,",3350,11,212,125,375,20,6,4
AA,20081,78460,"St. Louis, Missouri,",87870,"Tampa, Florida,",13340,24,152,100,275,34,6,3
U5,20081,78460,"St. Louis, Missouri,",87870,"Tampa, Florida,",10020,18,115,75,150,7,14,3
WN,20081,78460,"St. Louis, Missouri,",87870,"Tampa, Florida,",26330,47,156,75,275,10,10,17
AA,20081,78460,"St. Louis, Missouri,",96460,"Washington, D.C.,",39750,73,222,100,400,6,7,28
UA,20081,78460,"St. Louis, Missouri,",96460,"Washington, D.C.,",6280,12,240,125,400,8,7,13
B6,20081,79070,"Salt Lake City, Utah,",79520,"San Diego, California,",16730,19,124,100,200,33,7,0
DL,20081,79070,"Salt Lake City, Utah,",79520,"San Diego, California,",55650,64,145,100,200,13,6,5
WN,20081,79070,"Salt Lake City, Utah,",79520,"San Diego, California,",10250,12,164,125,225,13,16,0
B6,20081,79070,"Salt Lake City, Utah,",79830,"San Francisco, California,",13460,18,100,75,150,7,5,0
DL,20081,79070,"Salt Lake City, Utah,",79830,"San Francisco, California,",36700,50,127,100,150,46,9,4
UA,20081,79070,"Salt Lake City, Utah,",79830,"San Francisco, California,",20570,28,128,100,175,34,6,3
DL,20081,79070,"Salt Lake City, Utah,",80050,"San Jose, California,",19110,73,158,100,175,10,17,5
WN,20081,79070,"Salt Lake City, Utah,",80050,"San Jose, California,",6610,25,136,100,200,9,5,0
DL,20081,79070,"Salt Lake City, Utah,",80650,"Santa Ana, California,",44280,86,155,125,225,25,7,2
DL,20081,79070,"Salt Lake City, Utah,",82630,"Seattle, Washington,",41980,49,162,100,200,14,14,4
WN,20081,79070,"Salt Lake City, Utah,",82630,"Seattle, Washington,",38610,45,122,100,200,39,12,0
DL,20081,79070,"Salt Lake City, Utah,",85290,"Spokane, Washington,",9280,52,153,100,200,13,6,4
WN,20081,79070,"Salt Lake City, Utah,",85290,"Spokane, Washington,",7600,43,120,100,200,30,5,0
DL,20081,79070,"Salt Lake City, Utah,",87870,"Tampa, Florida,",12170,56,273,175,300,17,6,7
WN,20081,79070,"Salt Lake City, Utah,",87870,"Tampa, Florida,",3370,16,196,125,250,11,8,5
DL,20081,79070,"Salt Lake City, Utah,",91940,"Tucson, Arizona,",12750,66,188,125,250,8,12,3
WN,20081,79070,"Salt Lake City, Utah,",91940,"Tucson, Arizona,",3260,17,168,100,250,8,7,0
DL,20081,79070,"Salt Lake City, Utah,",96460,"Washington, D.C.,",30880,66,314,200,350,11,5,6
UA,20081,79070,"Salt Lake City, Utah,",96460,"Washington, D.C.,",5680,12,319,200,425,6,9,4
AA,20081,79360,"San Antonio, Texas,",79520,"San Diego, California,",3560,15,199,125,300,24,8,6
CO,20081,79360,"San Antonio, Texas,",79520,"San Diego, California,",2950,12,179,125,175,42,7,6
US,20081,79360,"San Antonio, Texas,",79520,"San Diego, California,",3020,13,166,125,325,46,7,2
WN,20081,79360,"San Antonio, Texas,",79520,"San Diego, California,",12570,53,182,100,375,6,8,13
AA,20081,79360,"San Antonio, Texas,",82630,"Seattle, Washington,",6670,28,204,125,275,18,5,6
CO,20081,79360,"San Antonio, Texas,",82630,"Seattle, Washington,",3080,13,219,125,400,26,6,15
UA,20081,79360,"San Antonio, Texas,",82630,"Seattle, Washington,",4010,17,210,125,275,16,5,5
WN,20081,79360,"San Antonio, Texas,",82630,"Seattle, Washington,",3810,16,184,125,225,36,8,5
AA,20081,79360,"San Antonio, Texas,",87870,"Tampa, Florida,",3120,15,190,125,300,17,9,3
CO,20081,79360,"San Antonio, Texas,",87870,"Tampa, Florida,",4670,22,172,125,250,28,7,4
WN,20081,79360,"San Antonio, Texas,",87870,"Tampa, Florida,",10710,51,175,125,325,34,11,0
AA,20081,79360,"San Antonio, Texas,",96460,"Washington, D.C.,",16100,45,262,175,400,9,6,5
UA,20081,79360,"San Antonio, Texas,",96460,"Washington, D.C.,",9570,27,343,175,350,12,5,17
UA,20081,79520,"San Diego, California,",79830,"San Francisco, California,",71070,41,118,75,150,27,22,5
WN,20081,79520,"San Diego, California,",79830,"San Francisco, California,",88080,50,98,75,175,38,5,0
AA,20081,79520,"San Diego, California,",80050,"San Jose, California,",25970,15,103,75,150,39,21,3
WN,20081,79520,"San Diego, California,",80050,"San Jose, California,",142710,84,104,75,175,30,5,0
AS,20081,79520,"San Diego, California,",82630,"Seattle, Washington,",89290,70,191,125,300,20,5,2
WN,20081,79520,"San Diego, California,",82630,"Seattle, Washington,",18930,15,159,125,300,49,9,0
AA,20081,79520,"San Diego, California,",87870,"Tampa, Florida,",3580,14,212,125,250,16,7,8
CO,20081,79520,"San Diego, California,",87870,"Tampa, Florida,",3850,15,198,125,200,29,8,10
DL,20081,79520,"San Diego, California,",87870,"Tampa, Florida,",4430,17,215,125,275,22,7,12
US,20081,79520,"San Diego, California,",87870,"Tampa, Florida,",4780,18,217,125,275,21,6,9
WN,20081,79520,"San Diego, California,",87870,"Tampa, Florida,",6160,24,178,125,225,37,6,6
WN,20081,79520,"San Diego, California,",91940,"Tucson, Arizona,",40750,95,96,75,150,35,29,0
B6,20081,79520,"San Diego, California,",96460,"Washington, D.C.,",14070,15,195,150,250,27,9,1
UA,20081,79520,"San Diego, California,",96460,"Washington, D.C.,",50690,53,350,175,525,6,10,10
AA,20081,79830,"San Francisco, California,",80650,"Santa Ana, California,",10450,26,204,100,400,13,8,25
UA,20081,79830,"San Francisco, California,",80650,"Santa Ana, California,",27490,69,231,100,400,14,12,32
AS,20081,79830,"San Francisco, California,",82630,"Seattle, Washington,",61630,49,154,100,250,15,10,1
UA,20081,79830,"San Francisco, California,",82630,"Seattle, Washington,",49810,39,175,100,250,9,15,5
