c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
1995080400018	19950804	00018		1995	8	4	HEEA955356       	4	19950713	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L3       	1182108	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	206LS					51070				ON/OFF KNOB BROKEN. REPLACED FACEPLATE ASSY.  REPAIRED.  FOUND UNIT TO HAVE NO BACKLIGHTING.  REPLACED BURNT BULB DS302.	  REPAIRED.  UNIT HAD LOW POWER OUT.  TRIED ADJUSTING BUT COULD NOT ADJUST POWER OUT TO SPECS.  REPLACED CAVITY TUBE V10	1.  REPAIRED. ADJUSTEDFREQUENCY.  BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995080400019	19950804	00019		1995	8	4	HEEA955357       	4	19950713	G	2210	7683431	POTENTIOMETER   	HAMSTD      																AUTO FLIGHT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03										POTIENTIOMETER CAUSES VOLTAGE FROM J1-B OR J1-E TO GROUND ON BOTH EXTEND AND RETRACT POSITIONS OF ACTUATOR TO BE TOO LOW	 AND OUT OF LIMITS.																		 
1995080400020	19950804	00020	SW  	1995	8	4	HEEA955359       	1	19950713	G	7714	412075010109	INDICATOR       			BELL  	412   	412         	1182202	SW  										TRIPLE TACH	STICKS          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2148K					36001				#1 NEEDLE INTERMITTENTLY STICKS BETWEEN 50-60%.  TIME SINCE REPAIR 143:10.						1	G	7	2 	4U				H4SW    					 
1995080400021	19950804	00021		1995	8	4	HEEA955360       	4	19950713	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L1       	1182107	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	22425					45743				DOESN'T REPLY. FOUND UNIT DOES NOT TRANSMIT OR RECEIVE.  REPLACED OPEN RESISTOR R429 AND BAD DIODE CR404.  REPAIRED RECE	IVER PROBLEM.  REPLACED CAVITY TUBE V101 DUE TO NO POWER OUT.  REPAIRED.  ALIGNED RECEIVER TO SPECS.  REPLACED PHOTOCELL	 V301 DUE TO WEAK REPLYLIGHT.  BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995080400022	19950804	00022	SW  	1995	8	4	HEEA955361       	1	19950713	G	7722	212075037105	INDICATOR       			BELL  	412   	412         	1182202	SW  										GAS PRODUCER	STICKS          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2149S					36002				NEEDLE INTERMITTENTLY STICKS THROUGHOUT SCALE.  TIME SINCE REPAIR 2:35.						1	G	7	2 	4U				H4SW    					 
1995080400232	19950804	00232	SW  	1995	8	4	HEEA955364       	1	19950718	G	6210	206015001107	BLADE           			BELL  	206   	206L1       	1182107	SW  										M/R	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03										CRACK ON THE LEADING EDGE NEAR THE TIP IN A CHORDWISE DIRECTION.						1	G	7	1 	3U				H2SW    					 
1995080400233	19950804	00233	SW  	1995	8	4	HEEA955365       	1	19950718	G	6330	222331618105	ISOLATION MOUNT 			BELL  	230   	230         	1182149	SW  										M/R GR BOX	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	230UN	351  				23009				ISOLATION MOUNT REMOVED TO TROUBLESHOOT VIBRATION. SEE MMIR# HEEA0005366 FOR ADDITIONAL ISOLATION MOUNT REPLACED.						1	G	7	2 	3U			NC	H9SW    					 
1995080400234	19950804	00234	SW  	1995	8	4	HEEA955366       	1	19950718	G	6330	222331618105	ISOLATION MOUNT 			BELL  	230   	230         	1182149	SW  										M/R GR BOX	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	230UN	300  				23009				RUBBER DETERIORATED AND CRACKED.  SEE MMIR# HEEA0005365 FOR ADDITIONAL ISOLATION MOUNT REPLACED.						1	G	7	2 	3U			NC	H9SW    					 
1995080400235	19950804	00235	EU  	1995	8	4	HEEA955367       	1	19950718	G	5210	10523397	HINGE           			BOLKMS	105   	BO105S      	5626006	EU  										DOOR	WORN            	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	4302G	1681 				S853				HINGE BEARING WORN.						1	G	7	2 	3U				H3EU    					 
1995080400236	19950804	00236		1995	8	4	HEEA955368       	4	19950720	G	2370	9806019001	CVR             			BELL  	412   	412         	1182202	SW  										COCKPIT	INOPERATIVE     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	33008	4449 				36004				CVR INOPERATIVE.						1	G	7	2 	4U				H4SW    					 
1995080400237	19950804	00237		1995	8	4	HEEA955369       	4	19950720	G	2370	9806019001	CVR             			SKRSKY	S76   	S76A        	8143006	NE  										COCKPIT	WONT TEST       	E			HEEA	K				NONE                    				L			NO TEST                   			NR	NOT REPORTED   	1			SW	03	22342	2908 				760096				CVR DOES NOT TEST.						1	G	7	2 	3U				H1NE    					 
1995080400238	19950804	00238		1995	8	4	HEEA955370       	4	19950720	G	3453	453105004	LORAN           	ARNAV       	R501        	SKRSKY	S76   	S76A        	8143006	NE  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2743E					760155				LIGHTS WILL NOT DIM. SENT TO ARNAV SYSTEMS FOR INSPECTION AND REPAIR.						1	G	7	2 	3U				H1NE    					 
1995080400239	19950804	00239		1995	8	4	HEEA955371       	4	19950720	G	3442	MI5852013	INDICATOR       		P4001       	SKRSKY	S76   	S76A        	8143006	NE  										COCKPIT	MALFUNCTION     	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	5426U					760167				IN TEST MODE IN MAP POSITION, SECOND BAND FROM TOP IS YELLOW AND BLUE.  ALSO SCREEN IS RED AT NIGHT AND CANNOT BE ADJUST	ED. FOUND CRT BROKEN IN HALF AND BROKEN WIRE ON P1 CONNECTOR OF POWER SUPPLY.					1	G	7	2 	3U				H1NE    					 
1995080400240	19950804	00240	EU  	1995	8	4	HEEA955372       	1	19950720	G	7722	56265550011	INDICATOR       			AEROSP	AS355 	AS355F1     	8680810	EU  										ENG T4	ERRATIC         	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5786D	482  				5113				ERRATIC READING = LOW AT HIGH SIDE - HIGH AT LOW SIDE.						1	G	7	2 	3U				H11EU   					 
1995080400241	19950804	00241	EU  	1995	8	4	HEEA955373       	1	19950720	G	2436	GC1342221	REGULATOR       			AEROSP	AS355 	AS355F1     	8680810	EU  										RT GEN	MALFUNCTION     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	57908					5091				TROUBLESHOOTING R/H GENERATOR TO COME ON LINE.						1	G	7	2 	3U				H11EU   					 
1995080400242	19950804	00242	SW  	1995	8	4	HEEA955374       	1	19950720	G	6330	206033554101	LINK ASSY       			BELL  	206   	206L1       	1182107	SW  										M/R XMSN MT	DELAMINATED     	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	50182					45242				BEARING DELAMINATED. REPLACED WITH SERVICEABLE LINK ASSEMBLY.						1	G	7	1 	3U				H2SW    					 
1995080400243	19950804	00243	SW  	1995	8	4	HEEA955375       	1	19950720	G	6230	206010336005	LINK ASSY       			BELL  	206   	206L1       	1182107	SW  										SWASHPLATE	WORN            	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	5017G					45228				SWASHPLATE DRIVE LINK ASSY. WORN. REPLACED WITH SERVICEABLE DRIVE LINK AND RETURNED TO SERVICE.						1	G	7	1 	3U				H2SW    					 
1995080400244	19950804	00244	SW  	1995	8	4	HEEA955376       	1	19950720	G	5302	206032308103S	FRAME           			BELL  	206   	206L3       	1182108	SW  										TAILBOOM	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	6610Y					51419				TAILBOOM RING CRACKED AT UPPER R/H ATTACHMENT POINT. REMOVED CRACKED RING AND REPLACED WITH SERVICEABLE RING AND RETURNE	D AIRCRAFT TO SERVICE.					1	G	7	1 	3U				H2SW    					 
1995080400245	19950804	00245	SW  	1995	8	4	HEEA955377       	1	19950720	G	2911	212076007003	ACCUMULATOR     			BELL  	412   	412         	1182202	SW  										HYD	LEAKING         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	2014K	6258 				33020				LEAKING FROM WEEP HOLE. REPLACED WITH SERVICEABLE ACCUMULATOR.						1	G	7	2 	4U				H4SW    					 
1995080400246	19950804	00246	GL  	1995	8	4	HEEA955378       	2	19950720	G	7532	23053176	BLEED VALVE     			AEROSP	AS355 	AS355F1     	8680810	EU  	ALLSN 	250C  	250C20F     	03013	GL  					ENGINE	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5793Y	6481 				5141				#1 ENGINE COMPRESSOR SURGES WITH THROTTLE APPLICATION. REPLACED BLEED VALVE AND RETURNED TO SERVICE.						1	G	7	2 	3U	3	U		H11EU   	E4CE				 
1995080400247	19950804	00247	EU  	1995	8	4	HEEA955379       	1	19950720	G	6220	117775P	BALLJOINT       			AEROSP	AS355 	AS355F2     	8680812	EU  										STARFLEX	WORN            	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	6040U					5474				TEFLON WORN. REPLACED WITH SERVICEABLE BALL JOINT.						1	G	7	2 	3U				H11EU   					 
1995080400248	19950804	00248	EU  	1995	8	4	HEEA955380       	1	19950720	G	6420	350A33211905	YOKE            			SNIAS 	350   	AS350B2     	8680813	EU  										T/R HUB	BEARING LOOSE   	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951					2771				BEARING LOOSE IN BORE OF YOKE. REPLACED WITH SERVICEABLE T/R YOKE AND RETURNED AIRCRAFT TO SERVICE.						1	G	7	1 	3U				H9EU    					 
1995080400249	19950804	00249	EU  	1995	8	4	HEEA955381       	1	19950720	G	6420	350A33211904	HUB             			SNIAS 	350   	AS350B2     	8680813	EU  										T/R	BEARING FAILED  	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951					2771				LAMINATED HINGE BEARING FAILED, SEPARATED 360 DEGREES AROUND. REMOVED AND REPLACED T/R YOKE ASSY WITH SERVICEABLE PART.						1	G	7	1 	3U				H9EU    					 
1995080400250	19950804	00250	EU  	1995	8	4	HEEA955382       	1	19950720	G	2435	150SG122Q	GENERATOR       			SNIAS 	350   	AS350B2     	8680813	EU  										START/GEN	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951	469  				2771				HAS HEADSET NOISE EVEN WITH CAPACITOR INSTALLED.  REPLACED STARTER GENERATOR AND RETURNED AIRCRAFT TO SERVICE.						1	G	7	1 	3U				H9EU    					 
1995080400251	19950804	00251	EU  	1995	8	4	HEEA955383       	1	19950720	G	6700	350A25135003	CYLINDER        			SNIAS 	350   	AS350B2     	8680813	EU  										CONTROL LOCK	PIN SHEARED     	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951					2771				STUD PIN THAT CONTROL ROD CONNECTS TO ON LOCK ASSY SHEARED FROM LOCK ASSY. REPLACED WITH SERVICEABLE PART FROM STOCK.						1	G	7	1 	3U				H9EU    					 
1995080400252	19950804	00252	EU  	1995	8	4	HEEA955384       	1	19950720	G	3340	4580	LAMP            			SNIAS 	350   	AS350B2     	8680813	EU  										LANDING LIGHT	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951					2771				BULB BURNT. REPLACED LANDING LIGHT BULB DUE TO BEING BURNT.						1	G	7	1 	3U				H9EU    					 
1995080400253	19950804	00253	EU  	1995	8	4	HEEA955385       	1	19950720	G	6720	350A33214501	ROD BEARING     			SNIAS 	350   	AS350B2     	8680813	EU  										T/R	WORN            	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951	1489 				2771				BEARING WORN CAUSING HIGH FREQUENCY.						1	G	7	1 	3U				H9EU    					 
1995080400254	19950804	00254		1995	8	4	HEEA955386       	4	19950720	G	2370	9806019001	CVR             			BELL  	412   	412         	1182202	SW  										COCKPIT	INOPERATIVE     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	3911L	2249 				33023				CVR INOPERATIVE.						1	G	7	2 	4U				H4SW    					 
1995080400255	19950804	00255		1995	8	4	HEEA955391       	4	19950720	G	2312	064105430	TRANSCEIVER     			BELL  	206   	206L1       	1182107	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5014V					45217				DIMMER IS INOPERATIVE AND CHANNEL NUMBER DOES NOT APPEAR ON DISPLAY WHEN CHANNEL BUTTON IS PRESSED.						1	G	7	1 	3U				H2SW    					 
1995080400256	19950804	00256		1995	8	4	HEEA955393       	4	19950720	G	3453	4530103	LORAN           		ARNAV21     	BELL  	206   	206B3       	1181506	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	22751					3627				ENTER BUTTON INTERMITTENT NUMERAL BACKLIGHT INOP ON 4 DIGITS.  DOESN'T LOCK ON. SENT TO ARNAV SYSTEMS FOR INSPECTION AND	 REPAIR.					1	G	7	1 	3U				H2SW    					 
1995080400257	19950804	00257	EU  	1995	8	4	HEEA955394       	1	19950720	G	6240	10594575	TRANSMITTER     			BOLKMS	105   	BO105S      	5626006	EU  										MAST MOMENT	WONT CALIB      	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	624MB					S751				WILL NOT CALIBRATE.						1	G	7	2 	3U				H3EU    					 
1995080400258	19950804	00258	EU  	1995	8	4	HEEA955395       	1	19950720	G	6240	10594564	INDICATOR       			BOLKMS	105   	BO105S      	5626006	EU  										MAST MOMENT	WONT CALIB      	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	624MB					S751				INDICATOR WILL NOT CALIBRATE.						1	G	7	2 	3U				H3EU    					 
1995080400259	19950804	00259		1995	8	4	HEEA955396       	4	19950720	G	3444	066305401	INDICATOR       		KI250       	BELL  	206   	206L3       	1182108	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	8590X					51494				LOOSE NUT IN WINDOW. FOUND BEZEL TO BE BROKEN.  REPLACED BEZEL.  REPAIRED.  UNIT HAS NO SELF-TEST OR ALTITUDE READINGS. 	 REPLACED I301 INTERGRATED CIRCUIT.  FOUND AND REPAIRED BROKEN "GROUND" FOIL.  REPAIRED.  PERFORMED COMPLETE ALIGNMENT. 	 BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995080400260	19950804	00260		1995	8	4	HEEA955397       	4	19950720	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L3       	1182108	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	4180F					51469				BENCH CHECK NEEDED. INSPECTED AND TESTED.  REPLACED CRACKED FACEPLATE.  REPLACED PHOTOCELL V301 DUE TO WEAK REPLY LIGHT.	  REPAIRED.  REPLACED DETERIORATED RESISTOR R477.  INSTALLED HEAT-SINK BEHIND TRANSISTOR Q415.  FOUND UNIT TO HAVE WEAK 	POWER OUT.  TRIED ADJUSTINGPOWER OUT TO SPECS.  REPLACED CAVITY TUBE V101 AND REPAIRED PROBLEM.  UNIT HAS INTERMITTENT R	ECEIVE.  REPLACED INTEGRATED CIRCUIT I405.  REPAIRED PROBLEM.  BENCH CHECK GOOD.			1	G	7	1 	3U				H2SW    					 
1995080400261	19950804	00261		1995	8	4	HEEA955398       	4	19950720	G	3454	071143100	ANTENNA         		KA83        	BELL  	206   	206L3       	1182108	SW  										VOR	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	8592X	121  				51508				ANTENNA FAULTY. WILL NOT RECEIVE STATIONS.						1	G	7	1 	3U				H2SW    					 
1995080400262	19950804	00262		1995	8	4	HEEA955399       	4	19950720	G	3425	1113025	INDICATOR       			BELL  	412   	412         	1182202	SW  										COCKPIT HSI	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	33008					36004				#1 NEEDLE WILL NOT MOVE.						1	G	7	2 	4U				H4SW    					 
1995080400263	19950804	00263		1995	8	4	HEEA955400       	4	19950720	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L3       	1182108	SW  										COCKPIT	INOPERATIVE     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	3116P					51530				INOPERATIVE.  WILL NOT GIVE OR RECEIVE. FOUND UNIT DID NOT TRANSMIT.  REPLACED CAVITY OSCILLATOR V101.  REPAIRED.  REPLA	CED DETERIORATED RESISTOR R477.  REPLACED PHOTOCELL V301 DUE TO WEAK REPLY LIGHT.  REPAIRED.  INSTALLED HEATSINK BEHIND 	TRANSISTOR Q415 AND ALIGNED RECEIVER AND ADJUSTEDFREQUENCY TO SPECS.  BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995080400264	19950804	00264		1995	8	4	HEEA955401       	4	19950720	G	2312	064105430	TRANSCEIVER     			BELL  	206   	206L1       	1182107	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5007Q					45187				LED DISPLAY INOPERATIVE. REPLACED DS901.  STILL HAD INTERMITTENT DISPLAY WHEN BOTTOM OF UNIT PRESSED ON.  FOUND THAT MOV	EMENT OF Q507 TRANSISTOR CAUSED DISPLAY TO FLICKER.  RESOLDERED Q507 TRANSISTOR AND REPAIRED PROBLEM.  UNIT BENCH CHECK 	GOOD.				1	G	7	1 	3U				H2SW    					 
1995080400265	19950804	00265		1995	8	4	HEEA955402       	4	19950720	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L3       	1182108	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	31073					51519				CRACKED FACEPLATE. REPLACED FACEPLATE.  REPLACED PHOTOCELL V301 DUE TO WEAK REPLY LIGHT.  INSTALLED HEATSINK BEHIND TRAN	SISTOR Q415 AS PER KING SERVICE BULLETIN KT76A-6.  REPLACED DETERIORATED RESISTOR R477.  FOUND UNIT TO HAVE WEAK POWER O	UT.  REPLACED CAVITYOSCILLATOR V101.  REPAIRED.  ADJUSTED FREQUENCY.  BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995080400266	19950804	00266	NE  	1995	8	4	HEEA955403       	1	19950720	G	5610	7620710002144	WINDOW          			SKRSKY	S76   	S76A        	8143006	NE  										PILOT DOOR	DEFECTIVE       	E			HEEA	K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			SW	03	1545X					760050				OPENABLE WINDOW NOT CUT OUT.						1	G	7	2 	3U				H1NE    					 
1995080400267	19950804	00267	EU  	1995	8	4	HEEA955404       	1	19950720	G	2436	GC1342221	REGULATOR       			AEROSP	AS355 	AS355F1     	8680810	EU  										DC SYS	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	57908					5091				COULD NOT ADJUST VOLTAGE.						1	G	7	2 	3U				H11EU   					 
1995080400461	19950804	00461	GL  	1995	8	4	HEEA955405       	2	19950724	G	7250	6895801	WHEEL           		23033185    	BELL  	206   	206L1       	1182107	SW  	ALLSN 	250C  	250C28B     	03013	GL  					1ST STAGE	SULFIDATION     	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	406EH	877  			CAT70498	45183	CAE860655			ENGINE REMOVED DUE TO LOW POWER.  UPON INSPECTION OF TURBINE PARTS NOTED THE FOLLOWING:  MINOR SULFIDATION ON ALL BLADES	. SCRAPPED 1ST STAGE WHEEL.					1	G	7	1 	3U	3	U		H2SW    	E1GL				 
