Industry	SIC	Total_Code	Data_Type	Total	"0-49,999"	"50,000-99,999"	"100,000-499,999"	"500,000-999,999"	"1,000,000-2,999,999"	"<3,000,000"	"3,000,000-4,999,999"	"<5,000,000"	"5,000,000-7,499,999"	"<7,500,000"	"7,500,000-24,999,999"	"25,000,000-99,999,999"	"100,000,000+"
Commercial Art & Graphic Design	7336	2	Est. Receipts	8000810	55361	160287	1689925	1311872	2093705	5311150	754032	6065182	466550	6531732	636874	306829	525375
Secretarial & Court Reporting Services	7338	2	Firms	7591	2046	1538	2719	699	460	7462	53	7515	25	7540	30	7	14
Secretarial & Court Reporting Services	7338	2	Establishments	7900	2046	1539	2727	714	521	7547	82	7629	52	7681	99	47	73
Secretarial & Court Reporting Services	7338	2	Employment	45213	1917	2467	10137	6391	9004	29916	2398	32314	1938	34252	         [h]	         [g]	6192
Secretarial & Court Reporting Services	7338	2	Ann. Payroll	1050356	19198	35574	199721	157449	246425	658367	76557	734924	53038	787962	         (D)	         (D)	133453
Secretarial & Court Reporting Services	7338	2	Est. Receipts	2879977	53042	109373	637271	483440	728914	2012040	184438	2196478	141058	2337536	         (D)	         (D)	225347
Services To Dwellings & Other Buildings	7340	2	Firms	63536	18700	14045	23615	3850	2302	62512	427	62939	198	63137	255	81	63
Services To Dwellings & Other Buildings	7340	2	Establishments	67638	18701	14046	23650	3964	2603	62964	596	63560	325	63885	861	884	2008
Services To Dwellings & Other Buildings	7340	2	Employment	927640	27080	41402	190158	89305	130395	478340	63469	541809	43653	585462	92560	94378	155240
Services To Dwellings & Other Buildings	7340	2	Ann. Payroll	12015649	169570	337642	2048765	1149669	1722155	5427801	818050	6245851	560685	6806536	1367371	1312189	2529553
Services To Dwellings & Other Buildings	7340	2	Est. Receipts	25912755	478927	1012184	5135272	2631123	3598499	12856005	1554592	14410597	1061750	15472347	2557850	2406678	5475880
Disinfecting & Pest Control Services	7342	2	Firms	9546	1515	1996	4553	886	459	9409	62	9471	21	9492	31	11	12
Disinfecting & Pest Control Services	7342	2	Establishments	11322	1515	1997	4564	936	606	9618	124	9742	67	9809	303	315	895
Disinfecting & Pest Control Services	7342	2	Employment	81976	1357	3148	19854	10681	11705	46745	3433	50178	1741	51919	4678	5334	20045
Disinfecting & Pest Control Services	7342	2	Ann. Payroll	1970600	13656	45563	377917	252286	311304	1000726	98916	1099642	48859	1148501	124612	157329	540158
Disinfecting & Pest Control Services	7342	2	Est. Receipts	4957032	43234	147242	1019150	601024	701609	2512259	221241	2733500	121500	2855000	310438	393625	1397969
Building Cleaning & Maintenance Services Nec	7349	2	Firms	53983	17179	12044	19058	2964	1844	53089	366	53455	177	53632	227	70	54
Building Cleaning & Maintenance Services Nec	7349	2	Establishments	56301	17180	12044	19082	3028	1997	53331	472	53803	258	54061	558	569	1113
Building Cleaning & Maintenance Services Nec	7349	2	Employment	845658	25721	38254	170300	78624	118690	431589	60036	491625	41912	533537	87882	89044	135195
Building Cleaning & Maintenance Services Nec	7349	2	Ann. Payroll	10044871	155894	292018	1670751	897383	1410851	4426897	719134	5146031	511826	5657857	1242759	1154860	1989395
Building Cleaning & Maintenance Services Nec	7349	2	Est. Receipts	20954719	435632	864617	4115504	2030099	2896890	10342742	1333351	11676093	940250	12616343	2247412	2013053	4077911
Miscellaneous Equipment Rental & Leasing	7350	2	Firms	17360	1761	1647	6924	2705	2586	15623	562	16185	315	16500	405	218	237
Miscellaneous Equipment Rental & Leasing	7350	2	Establishments	26947	1762	1653	7004	2901	3372	16692	946	17638	704	18342	1343	1926	5336
Miscellaneous Equipment Rental & Leasing	7350	2	Employment	230699	1363	2285	24027	21808	40779	90262	16579	106841	12002	118843	23775	27682	60399
Miscellaneous Equipment Rental & Leasing	7350	2	Ann. Payroll	7007418	17051	33769	491351	542508	1210775	2295454	529320	2824774	437905	3262679	851143	896536	1997060
Miscellaneous Equipment Rental & Leasing	7350	2	Est. Receipts	32567492	46578	121639	1766794	1904256	4178243	8017510	1974158	9991668	1675421	11667089	3719219	4263397	12917787
Medical Equipment Rental & Leasing	7352	2	Firms	2043	212	165	803	295	317	1792	63	1855	37	1892	40	41	70
Medical Equipment Rental & Leasing	7352	2	Establishments	3684	212	167	807	311	403	1900	126	2026	79	2105	101	238	1240
Medical Equipment Rental & Leasing	7352	2	Employment	32946	181	239	2553	2288	5101	10362	2056	12418	1354	13772	2520	3003	13651
Medical Equipment Rental & Leasing	7352	2	Ann. Payroll	1040353	1869	3453	57760	60138	157478	280698	58880	339578	40824	380402	80582	90154	489215
Medical Equipment Rental & Leasing	7352	2	Est. Receipts	4334173	5709	11995	204875	207515	513283	943377	212499	1155876	173657	1329533	309567	377608	2317465
Heavy Construction Equipment Rental & Leasing	7353	2	Firms	3785	320	320	1306	584	718	3248	165	3413	111	3524	136	69	56
Heavy Construction Equipment Rental & Leasing	7353	2	Establishments	4983	320	320	1312	595	771	3318	192	3510	156	3666	244	267	806
Heavy Construction Equipment Rental & Leasing	7353	2	Employment	53728	254	433	4169	4200	9729	18785	4087	22872	3762	26634	7032	7583	12479
Heavy Construction Equipment Rental & Leasing	7353	2	Ann. Payroll	1950076	3354	7430	97524	121460	336215	565983	163278	729261	151673	880934	290179	290990	487973
Heavy Construction Equipment Rental & Leasing	7353	2	Est. Receipts	7943978	8853	23539	328628	418035	1163133	1942188	595582	2537770	578353	3116123	1257757	1238010	2332088
Equipment Rental & Leasing Nec	7359	2	Firms	11617	1228	1162	4814	1830	1568	10602	338	10940	176	11116	242	124	135
Equipment Rental & Leasing Nec	7359	2	Establishments	18275	1229	1166	4882	1995	2197	11469	628	12097	469	12566	998	1421	3290
Equipment Rental & Leasing Nec	7359	2	Employment	144016	928	1613	17303	15320	25942	61106	10436	71542	6886	78428	14223	17096	34269
Equipment Rental & Leasing Nec	7359	2	Ann. Payroll	4016682	11826	22886	335980	360910	716864	1448466	307162	1755628	245408	2001036	480382	515392	1019872
Equipment Rental & Leasing Nec	7359	2	Est. Receipts	20287483	32004	86105	1232696	1278706	2500576	5130087	1166077	6296164	923411	7219575	2151895	2647779	8268234
Personnel Supply Services	7360	2	Firms	27971	3576	2658	9369	3832	4770	24205	1345	25550	741	26291	1069	378	233
Personnel Supply Services	7360	2	Establishments	42806	3579	2663	9417	3934	5340	24933	1825	26758	1217	27975	2703	2085	10043
Personnel Supply Services	7360	2	Employment	3182218	5516	5688	70048	93281	332067	506600	198469	705069	167708	872777	476839	460626	1371976
Personnel Supply Services	7360	2	Ann. Payroll	63511600	122015	93234	1263650	1725615	5762920	8967434	3636858	12604292	3250536	15854828	9162091	9390033	29104648
Personnel Supply Services	7360	2	Est. Receipts	91157373	82045	193071	2378023	2715232	8225134	13593505	5026764	18620269	4387041	23007310	12900973	13385067	41864023
Employment Agencies	7361	2	Firms	13294	1692	1598	5662	1964	1670	12586	312	12898	129	13027	155	57	55
Employment Agencies	7361	2	Establishments	14251	1693	1601	5679	1989	1799	12761	429	13190	196	13386	368	223	274
Employment Agencies	7361	2	Employment	230845	1384	2457	23625	26878	65429	119773	25568	145341	17521	162862	37202	15884	14897
Employment Agencies	7361	2	Ann. Payroll	6245456	18781	48479	642277	746571	1609792	3065900	668309	3734209	444423	4178632	853732	573733	639359
Employment Agencies	7361	2	Est. Receipts	11357925	41722	116828	1409354	1370578	2707466	5645948	1108277	6754225	729699	7483924	1494785	1085662	1293554
Help Supply Services	7363	2	Firms	14807	1884	1060	3709	1871	3118	11642	1047	12689	621	13310	949	345	203
Help Supply Services	7363	2	Establishments	28555	1886	1062	3738	1945	3541	12172	1396	13568	1021	14589	2335	1862	9769
Help Supply Services	7363	2	Employment	2951373	4132	3231	46423	66403	266638	386827	172901	559728	150187	709915	439637	444742	1357079
Help Supply Services	7363	2	Ann. Payroll	57266144	103234	44755	621373	979044	4153128	5901534	2968549	8870083	2806113	11676196	8308359	8816300	28465289
Help Supply Services	7363	2	Est. Receipts	79799448	40323	76243	968669	1344654	5517668	7947557	3918487	11866044	3657342	15523386	11406188	12299405	40570469
"Computer Programming, Dataprocessing, & Other Computer Related Services"	7370	2	Firms	92218	12573	14396	39457	9343	9265	85034	2391	87425	1331	88756	1983	758	721
"Computer Programming, Dataprocessing, & Other Computer Related Services"	7370	2	Establishments	106935	12575	14397	39530	9470	9806	85778	2846	88624	1711	90335	3389	2628	10583
"Computer Programming, Dataprocessing, & Other Computer Related Services"	7370	2	Employment	1457405	7989	14454	89811	63709	137796	313759	78963	392722	61630	454352	179611	166667	656775
"Computer Programming, Dataprocessing, & Other Computer Related Services"	7370	2	Ann. Payroll	77967790	147295	475990	3577716	2638690	6484668	13324359	3929655	17254014	3284768	20538782	9562878	9711790	38154340
"Computer Programming, Dataprocessing, & Other Computer Related Services"	7370	2	Est. Receipts	230537414	334230	1078617	8659273	6546314	15565503	32183937	9009359	41193296	7807779	49001075	23357805	24852629	133325905
Computer Programming Services	7371	2	Firms	30115	4660	5656	12444	2476	2646	27882	759	28641	415	29056	605	221	233
Computer Programming Services	7371	2	Establishments	32697	4660	5656	12471	2507	2797	28091	879	28970	498	29468	911	591	1727
Computer Programming Services	7371	2	Employment	351377	2351	4732	24468	15614	40405	87570	24449	112019	20013	132032	54903	46553	117889
Computer Programming Services	7371	2	Ann. Payroll	20036997	57059	199930	1203294	797264	2181731	4439278	1392726	5832004	1215062	7047066	3353361	2655912	6980658
Computer Programming Services	7371	2	Est. Receipts	43623778	125460	421904	2595676	1744650	4448169	9335859	2839510	12175369	2435424	14610793	6784455	5958720	16269810
Prepackaged Software	7372	2	Firms	9946	970	953	3503	1370	1619	8415	472	8887	256	9143	389	203	211
Prepackaged Software	7372	2	Establishments	12112	970	954	3511	1401	1706	8542	531	9073	322	9395	652	640	1425
Prepackaged Software	7372	2	Employment	258226	781	1202	10314	9942	24435	46674	15763	62437	11407	73844	33662	36995	113725
Prepackaged Software	7372	2	Ann. Payroll	18182408	11096	34373	360982	409848	1202890	2019189	805692	2824881	657776	3482657	1981897	2522264	10195590
Prepackaged Software	7372	2	Est. Receipts	56712443	25473	70430	867755	959477	2736989	4660124	1768260	6428384	1530964	7959348	4669118	6732296	37351681
Computer Integrated Systems Design	7373	2	Firms	8578	539	701	3304	1313	1434	7291	375	7666	239	7905	369	144	160
Computer Integrated Systems Design	7373	2	Establishments	10253	539	701	3309	1326	1504	7379	427	7806	304	8110	536	437	1170
Computer Integrated Systems Design	7373	2	Employment	166146	403	805	8611	8121	18330	36270	9885	46155	9123	55278	23582	23661	63625
Computer Integrated Systems Design	7373	2	Ann. Payroll	8829544	5970	18198	293128	306886	825437	1449619	492493	1942112	444474	2386586	1218737	1405674	3818547
Computer Integrated Systems Design	7373	2	Est. Receipts	29836031	14546	52236	837079	921912	2429898	4255671	1404426	5660097	1360578	7020675	4143041	4041516	14630799
Computer Processing & Data Preparation & Processing Services	7374	2	Firms	4661	780	566	1553	519	595	4013	140	4153	75	4228	159	90	184
Computer Processing & Data Preparation & Processing Services	7374	2	Establishments	8230	780	566	1559	527	644	4076	201	4277	87	4364	272	175	3419
Computer Processing & Data Preparation & Processing Services	7374	2	Employment	284889	684	967	6808	6949	14644	30052	8036	38088	4436	42524	19181	13853	209331
Computer Processing & Data Preparation & Processing Services	7374	2	Ann. Payroll	11379257	8629	16382	152014	177041	428211	782277	216217	998494	143343	1141837	542066	585509	9109845
Computer Processing & Data Preparation & Processing Services	7374	2	Est. Receipts	35270706	19797	41113	369644	367350	982246	1780150	491617	2271767	372238	2644005	1491064	1583732	29551905
Information Retrieval Service	7375	2	Firms	4276	596	559	1708	508	494	3865	100	3965	71	4036	111	50	79
Information Retrieval Service	7375	2	Establishments	4746	596	559	1711	515	506	3887	108	3995	86	4081	137	89	439
Information Retrieval Service	7375	2	Employment	67617	423	669	5353	3709	7396	17550	2905	20455	3352	23807	8985	8458	26367
Information Retrieval Service	7375	2	Ann. Payroll	3046719	6182	12231	128100	109379	267636	523528	138378	661906	129618	791524	408457	488810	1357928
Information Retrieval Service	7375	2	Est. Receipts	11445948	14900	41348	412470	348103	817311	1634132	370328	2004460	388654	2393114	1272508	1377489	6402837
Computer Facilities Management Services	7376	2	Firms	778	67	72	256	93	102	590	43	633	24	657	41	29	51
Computer Facilities Management Services	7376	2	Establishments	1237	67	72	256	95	111	601	53	654	29	683	56	125	373
Computer Facilities Management Services	7376	2	Employment	59866	57	66	909	662	2022	3716	1567	5283	1239	6522	3428	4784	45132
Computer Facilities Management Services	7376	2	Ann. Payroll	2856803	710	2370	30825	28240	80714	142859	78408	221267	62535	283802	160161	215247	2197593
Computer Facilities Management Services	7376	2	Est. Receipts	14444169	1761	5472	61748	64589	171415	304985	153176	458161	128089	586250	340429	487257	13030233
Computer Rental & Leasing	7377	2	Firms	709	77	53	220	95	114	559	38	597	28	625	39	19	26
Computer Rental & Leasing	7377	2	Establishments	973	77	53	223	99	123	575	44	619	35	654	92	54	173
Computer Rental & Leasing	7377	2	Employment	9674	59	57	551	419	1037	2123	492	2615	691	3306	1272	1063	4033
Computer Rental & Leasing	7377	2	Ann. Payroll	604453	830	1014	18163	17326	45650	82983	25551	108534	34680	143214	75567	60106	325566
Computer Rental & Leasing	7377	2	Est. Receipts	5696517	1985	3898	54816	65213	203442	329354	142534	471888	157969	629857	429675	510537	4126448
Computer Maintenance & Repair	7378	2	Firms	4733	520	508	2074	665	610	4377	115	4492	52	4544	79	42	68
Computer Maintenance & Repair	7378	2	Establishments	6218	520	508	2078	677	665	4448	165	4613	81	4694	248	184	1092
Computer Maintenance & Repair	7378	2	Employment	61552	404	641	5951	4871	8911	20778	3536	24314	2936	27250	5852	6650	21800
Computer Maintenance & Repair	7378	2	Ann. Payroll	2351279	4304	10459	133658	140013	293986	582420	137497	719917	100737	820654	218949	290088	1021588
Computer Maintenance & Repair	7378	2	Est. Receipts	8162477	13593	37383	511780	473779	1013228	2049763	413376	2463139	298059	2761198	745365	974167	3681747
Computer Related Services Nec	7379	2	Firms	29248	4359	5326	14400	2311	1688	28084	382	28466	198	28664	316	115	153
Computer Related Services Nec	7379	2	Establishments	30456	4360	5326	14408	2322	1750	28166	438	28604	269	28873	485	333	765
Computer Related Services Nec	7379	2	Employment	198051	2827	5314	26846	13416	20616	69019	12330	81349	8433	89782	28746	24650	54873
Computer Related Services Nec	7379	2	Ann. Payroll	10680101	52473	180976	1257471	652644	1158413	3301977	642693	3944670	496543	4441213	1603683	1488180	3147025
Computer Related Services Nec	7379	2	Est. Receipts	25343477	116642	404693	2947373	1600518	2762805	7832031	1426132	9258163	1135804	10393967	3482150	3186915	8280445
Miscellaneous Business Services	7380	2	Firms	87707	14004	13185	38542	10284	7542	83557	1563	85120	776	85896	983	409	419
Miscellaneous Business Services	7380	2	Establishments	98008	14012	13192	38686	10603	8338	84831	2046	86877	1152	88029	2069	1851	6059
Miscellaneous Business Services	7380	2	Employment	1549054	13807	22685	164221	117438	193606	511757	94920	606677	69048	675725	157808	168138	547383
Miscellaneous Business Services	7380	2	Ann. Payroll	30615810	133545	290582	2681687	2266137	4066441	9438392	2010224	11448616	1512999	12961615	3574921	3510095	10569179
Miscellaneous Business Services	7380	2	Est. Receipts	87234107	363801	962637	9170987	7133574	12083444	29714443	5676874	35391317	4313628	39704945	10129256	9624744	27775162
"Detective, Guard, & Armored Car Services"	7381	2	Firms	10371	2207	1658	3995	1091	885	9836	212	10048	89	10137	138	55	41
"Detective, Guard, & Armored Car Services"	7381	2	Establishments	12796	2209	1658	4014	1118	1001	10000	289	10289	153	10442	457	311	1586
"Detective, Guard, & Armored Car Services"	7381	2	Employment	533584	3240	5158	39583	33757	65814	147552	36420	183972	23039	207011	64529	50703	211341
"Detective, Guard, & Armored Car Services"	7381	2	Ann. Payroll	7747911	23424	49735	443754	423668	866954	1807535	505920	2313455	342103	2655558	1015889	832965	3243499
"Detective, Guard, & Armored Car Services"	7381	2	Est. Receipts	12360855	54887	119437	933510	763509	1415849	3287192	780552	4067744	511400	4579144	1578345	1272953	4930413
Security Systems Services	7382	2	Firms	3830	423	488	1680	533	460	3584	85	3669	47	3716	57	25	32
Security Systems Services	7382	2	Establishments	5223	423	488	1681	537	495	3624	137	3761	64	3825	115	175	1108
Security Systems Services	7382	2	Employment	103347	345	819	6539	6054	10512	24269	3696	27965	2781	30746	8092	8455	56054
Security Systems Services	7382	2	Ann. Payroll	2645665	3404	11911	127987	130200	279742	553244	120561	673805	96966	770771	185702	253337	1435855
Security Systems Services	7382	2	Est. Receipts	7060465	11073	36344	412988	372386	741457	1574248	305655	1879903	261158	2141061	526461	660948	3731995
News Syndicates	7383	2	Firms	297	32	30	115	29	34	240	10	250	5	255	13	7	22
News Syndicates	7383	2	Establishments	548	32	30	115	31	43	251	16	267	5	272	33	47	196
News Syndicates	7383	2	Employment	12198	26	55	360	195	571	1207	299	1506	213	1719	1248	818	8413
News Syndicates	7383	2	Ann. Payroll	626376	329	859	10630	7527	21200	40545	15422	55967	12504	68471	50687	68786	438432
