#
#
# Rdb file of RASA References in RASA 1996 bibliography
# WRIR 97-4074
# This bibliography lists 1,093 reports resulting 
# from various studies of the program.
#
#
number	authors	date	title	rest
05b.21	O'Brien, K.M., and Stone, W.J.	1982b	Water-quality data compiled for hydrogeologic study of Animas Valley, Hidalgo County, New Mexico	New Mexico Bureau of Mines and Mineral Resources Open-File Report 131, 25 p.
05b.22	O'Brien, K.M., and Stone, W.J.	1983	A two-dimensional hydrologic model of the Animas Valley, Hidalgo County, New Mexico	New Mexico Bureau of Mines and Mineral Resources Open-File Report 133, 60 p.
05b.23	Stone, W.J., and Mizell, N.H.	1979	Availability of geological and geophysical data for the eastern half of the U.S. Geological Survey's Southwest alluvial basins regional aquifer study	New Mexico Bureau of Mines and Mineral Resources Open-File Report 109, 80 p.
05b.24	Uitti, P.B.	1980	Interpretation of seismic reflection data from southern San Luis Valley, south-central Colorado	Golden, Colorado, Colorado School of Mines, Master of Science Thesis.
05b.25	Wilkins, D.W.	1984	Geology and hydrology of the Rio Grande Rift area, in Replogle, J.A., and Renard, K.G., eds., Water Today and Tomorrow	American Society of Civil Engineers Irrigation and Drainage Division Specialty Conference, Flagstaff, Ariz., 1984, Proceedings, p. 606-613.
05b.26	Wilkins, D.W.	1986a	Southwest alluvial-basin regional aquifer-systems study in parts of Colorado, New Mexico, and Texas, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 107-115.
05b.27	Wilkins, D.W.	1986b	Geohydrology of the Southwest alluvial basins, regional aquifer-system analysis in parts of Colorado, New Mexico, and Texas	U.S. Geological Survey Water-Resources Investigations Report 84-4224, 61 p.
05b.28	Wilkins, D.W.	1987	Characteristics and properties of the basin-fill aquifer determined from three test wells west of Albuquerque, Bernalillo County, New Mexico	U.S. Geological Survey Water Resources Investigations Report 86-4187, 78 p.
05b.29	Wilkins, D.W.	1998	Summary of Southwest alluvial basins Regional Aquifer-System Analysis in parts of Colorado, New Mexico, and Texas	U.S. Geological Survey Professional Paper 1407-A, 49 p.
05b.30	Wilkins, D.W., Scott, W.B., and Kaehler, C.A.	1980	Planning report for the Southwest alluvial basins (east) regional aquifer-system analysis in parts of Colorado, New Mexico and Texas	U.S. Geological Survey Open-File Report 80-564, 39 p.
05b.31	Williams, R.S., Jr., and Hammond, S.E.	1989	Selected water-quality characteristics and flow of ground water in the San Luis basin, including the Conejos River subbasin, Colorado and New Mexico	U.S. Geological Survey Water-Resources Investigations Report 89-4040, 43 p.
14.01	Chafin, D.T., and Kimball, B.H	1992	Ground-water geochemistry of the near surface Eocene Wasatch Formation, northern Green River Basin, Sublette County, Wyoming	U.S. Geological Water-Resources Investigations Report 91-4069, 40 p.
14.02	Freethey, G.W.	1988a	Upper Colorado River Basin regional aquifer-system analysis--Mesozoic rocks in Colorado, Utah, and Wyoming, Arizona, and New Mexico, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 57-70.
14.03	Freethey, G.W.	1988b	Lithologic and hydrologic properties of Mesozoic rocks in the Upper Colorado River Basin, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 81-100.
14.04	Freethey, G.W., and Cordy, G.E.	1991	Geohydrology of Mesozoic rocks in the Upper Colorado River Basin, in Arizona, Colorado, New Mexico, Utah, and Wyoming, excluding the San Juan Basin	U.S. Geological Survey Professional Paper 1411-C, 118 p.
14.05	Freethey, G.W., Kimball, B.A., Wilberg, D.E., and Hood, J.W.	1988	General hydrogeology of aquifers of Mesozoic age, Upper Colorado River Basin--excluding the San Juan Basin--in Colorado, Utah, Wyoming, and Arizona	U.S. Geological Survey Hydrologic Investigations Atlas HA-698, scale 1:2,500,000 and 1:5,000,000, 2 sheets.
14.06	Geldon, A.L.	1986	Hydrostratigraphic characterization of Paleozoic formations in northwestern Colorado, in Stone, D.L., ed., New Interpretations of Northwest Colorado Geology	Rocky Mountain Association of Geologists Guidebook, p. 265-281.
14.07	Geldon, A.L.	1988a	Hydrostratigraphic characterization of Paleozoic formations in the Upper Colorado River Basin, Arizona, Colorado, New Mexico, Utah, and Wyoming, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 135-159.
14.08	Geldon, A.L.	1989b	Porosity and permeability of the Paleozoic rocks in the Upper Colorado River Basin, Arizona, Colorado, New Mexico, Utah, and Wyoming, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 171-190.
14.09	Geldon, A.L.	in press	Geology of Paleozoic rocks in the upper Colorado River basin, in Arizona, Colorado, New Mexico, Utah, and Wyoming, excluding the San Juan basin	U.S. Geological Survey Professional Paper 1411-A.
14.10	Geldon, A.L.	in press	Hydrologic properties and ground-water flow systems of Paleozoic rocks in the upper Colorado River basin, in Arizona, Colorado, New Mexico, Utah, and Wyoming, excluding the San Juan basin	U.S. Geological Survey Professional Paper 1411-B.
14.11	Glover, K.C.	1996	Ground-water flow in the Deuchesne River-Unita aquifer, Unita basin, Utah and Colorado	U.S. Geological Survey Water-Resources Investigations Report 92-4161, 24 p.
14.12	Glover, K.C., Naftz, D.L., and Martin, L.J.	in press	Geohydrology of Tertiary rocks in parts of the Upper Colorado River basin in Arizona, Colorado, Utah, and Wyoming, excluding the San Juan basin	U.S. Geological Survey Water-Resources Investigations Report 96-4105.
14.13	Kimball, B.A.	1984	Ground water age determinations, Piceance Creek Basin, Colorado	National Water Well Association Canadian/American Conference on Hydrology, 1st, Banff, Alberta, Canada, June 22-26, 1984, Proceedings, p. 267-283.
14.14	Kimball, B.A.	1988	Geochemistry of water associated with Navajo Sandstone aquifer, San Rafael Swell area, Utah, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 121-134.
14.15	Kimball, B.A.	1992	Geochemical indicators used to determine source of saline water in Mesozoic aquifers, Montezuma Canyon area, Utah, in Subitzky, Seymour, ed., Selected papers in the hydrologic sciences, 1988-92	U.S. Geological Survey Water Supply Paper 2340, p. 89-106.
14.16	Lindner-Lunsford, J.B., Kimball, B.A., Chafin, D.T., and Bryant, C.G.	1989	Hydrogeology of aquifers of Paleozoic age, Upper Colorado River Basin--excluding the San Juan Basin--in Colorado, Utah, Wyoming, and Arizona	U.S. Geological Survey Hydrologic Investigations Atlas HA-702, scale 1:2,500,000 and 1:5000,000, 2 sheets.
14.17	Martin, L.J.	1996	Geohydrology of Tertiary rocks in the Green River structural basin, Wyoming, Utah, and Colorado	U.S. Geological Survey Water-Resources Investigations Report 92-4164, 43 p.
14.18	Naftz, D.L.	1996	Basin geochemistry of aquifer systems in Tertiary rocks of the upper Colorado River Basin in Wyoming, Colorado, and Utah	U.S. Geological Survey Water-Resources Investigations Report 95-4065, 45 p.
14.19	Taylor, O.J., and Glover, K.C.	1986	Upper Colorado River Basin regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 223-233.
14.20	Taylor, O.J., and Hood, J.W.	1988	Region 3, Colorado Plateau and Wyoming Basin, in Back, William, Rosenshein, J.S., and Seaber, P.R., eds., Hydrogeology	Boulder, Colorado, Geological Society of America, Geology of North America, v. O-2, p. 37-50.
14.21	Taylor, O.J., Hood, J.W., and Zimmerman, E.A.	1983	Plan of study for the regional aquifer system analysis of the Upper Colorado River Basin in Colorado, Utah, Wyoming, and Arizona	U.S. Geological Survey Water-Resources Investigations Report 83-4184, 23 p.
14.22	Taylor, O.J., Hood, J.W., and Zimmerman, E.A.	1986	Hydrogeologic framework of the Upper Colorado River Basin--excluding the San Juan Basin--in Colorado, Utah, Wyoming, and Arizona	U.S. Geological Survey Hydrologic Investigations Atlas HA-687, scale 1:3,000,000, 2 sheets.
14.23	Teller, R.W., and Chafin, D.T.	1984	Selected drill-stem test data for the Upper Colorado River Basin	U.S. Geological Survey Water-Resources Investigations Report 84-4146, 112 p.
14.24	Thomas, B.E.	1986	Simulation analysis of water-level changes in the Navajo Sandstone due to changes in the altitude of Lake Powell near Wahweap Bay, Utah and Arizona	U.S. Geological Survey Water-Resources Investigations Report 85-4207, 45 p.
14.25	Thomas, B.E.	1989	Simulation analysis of the ground-water system in Mesozoic rocks in the Four Corners area, Utah, Colorado, Arizona, and New Mexico	U.S. Geological Survey Water-Resources Investigations Report 88-4086, 89 p.
14.26	Weigel, J.F.	1987a	Selected hydrologic and physical properties of Mesozoic formations in the Upper Colorado River Basin--excluding the San Juan Basin--in Arizona, Colorado, Utah, and Wyoming	U.S. Geological Survey Water-Resources Investigations Report 86-4170, 68 p.
14.27	Weigel, J.F.	1987b	Selected water-level data for Mesozoic formations in the Upper Colorado River Basin--excluding the San Juan Basin--in Arizona, Colorado, Utah, and Wyoming	U.S. Geological Survey Open-File Report 87-397, 73 p. 
14.28	Weigel, J.F.	1988	Sources of hydrologic data on Mesozoic formations in the Upper Colorado River Basin and comparison of data analysis methods, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 71-80.
14.29	Weiss, Emanuel	1985	Evaluating the hydraulic effects of changes in aquifer elevation using curvilinear coordinates	Journal of Hydrology, v. 81, p. 253-275.
14.30	Weiss, Emanuel	1986	Ground-water flow in the Navajo Sandstone in parts of Emery, Grand, Carbon, Wayne, Garfield, and Kane Counties, southeast Utah	U.S. Geological Survey Water-Resources Investigations Report 86-4012, 41 p.
14.31	Weiss, Emanuel	1987	Boundary integral-equation-method modeling of a regional aquifer using geostatistics	National Water Well Association Solving Ground Water Problems With Models Conference and Exposition, February 10-12, 1987, Denver, Colorado, Proceedings v. 2, p. 1501-1522.
14.32	Weiss, Emanuel	1990a	Evaluating the hydraulic effects of aquifer folds	New Jersey, Gulf Publishing Encyclopedia of Fluid Mechanics, chapter 8, v. 10, Subsurface and Ground Water Flow Phenomena, p. 295-326.
14.33	Weiss, Emanuel	1990b	Comparison of Darcian flow in corresponding flat and folded surfaces	Water Resources Research, v. 26, no. 8, p. 1775-1785.
14.34	Weiss, Emanuel	1991	Regional ground-water flow in Upper and Middle Paleozoic rocks in southeastern Utah and adjacent Parts of Arizona, Colorado, and New Mexico	U.S. Geological Survey Water Resources Investigations Report 90-4079, 57 p.
14.35	Wetherbee, G.A., Van Liew, W.P.	1988	Geophysically determined porosity of Paleozoic rocks in the Upper Colorado River Basin, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 161-169.
26.01	Lloyd, O.B., Jr., and Lyke, W.L.	1995	Ground Water Atlas of the United States, Segment 10--Illinois, Indiana, Kentucky, Ohio, and Tennessee	U.S. Geological Survey Hydrologic Investigations Atlas 730-K, 30 p.
26.02	Miller, J.A.	1990	Ground Water Atlas of the United States, Segment 6--Alabama, Florida, Georgia, and South Carolina	U.S. Geological Survey Hydrologic Investigations Atlas 730-G, 28 p.
26.03	Miller, J.A.	1991	The Ground Water Atlas of the United States--the use of specialized hydrogeologic maps to describe the Nation's major aquifers	Australian Water Resources Conference, International Conference on Groundwater in Large Sedimentary Basins, July 9-13, 1990, Perth, Australia, p. 486-495.
26.04	Miller, J.A.	1992	The ground water atlas of the United States and its relation to regional aquifer-system analysis reports, in Hotchkiss, W.R., and Johnson, A.I., eds., Regional Aquifers of the United States, aquifers of the Southern and Eastern States	American Water Resources Association Monograph Series, no. 17, p. 107-114.
26.05	Miller, J.A.	1993	Ground water atlas of the United States	U.S. Geological Survey Open-File Report 93-91, 2 p.
26.06	Miller, J.A.	1994	Ground water atlas of the United States	Applied Hydrogeology, v. 2, no. 4, p. 59-62.
26.07	Miller, J.A.	in press	Ground Water Atlas of the United States, Segment 1--Introduction and nationwide summary	U.S. Geological Survey Hydrologic Investigations Atlas 730-A.
26.08	Miller, J.A., and Appel, C.L.	1997	Ground Water Atlas of the United States, Segment 3--Kansas, Missouri, and Nebraska	U.S. Geological Survey Hydrologic Investigations Atlas 730-D, 24 p.
26.09	Miller, J.A., and Whitehead, R.L.	1997	Ground Water Atlas of the United States, Segment 13, (part 1)--Alaska	U.S. Geological Survey Hydrologic Investigations Atlas 730-N, 10 p.
26.10	Olcott, P.G.	1992	Ground Water Atlas of the United States, Segment 9--Iowa, Michigan, Minnesota, and Wisconsin	U.S. Geological Survey Hydrologic Investigations Atlas 730-J, 31 p.
26.11	Olcott, P.G.	1996	Ground Water Atlas of the United States, Segment 12--Connecticut, Maine, Massachusetts, New Hampshire, New York, Rhode Island, and Vermont	U.S. Geological Survey Hydrologic Investigations Atlas 730-M, 28 p.
