gene_oid	Start Coord	End Coord	Strand	GC	Locus Tag	Gene Symbol	Description	Scaffold Name	MyIMG_Annotation
633220105	1853894	1854283	-	.28	Saci_2038		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220110	1854280	1855647	-	.37	Saci_2039		pyrimidine transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220115	1855837	1856316	-	.32	Saci_2040		transcriptional regulator	Sulfolobus acidocaldarius DSM 639 chromosome	
633220120	1856455	1858497	+	.37	Saci_2041	huyA	hydantoin utilization protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220125	1858503	1860227	+	.39	Saci_2042		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220130	1861364	1862125	-	.42	Saci_2043		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220135	1862122	1863063	-	.42	Saci_2044		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220140	1863070	1863675	-	.43	Saci_2045		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220145	1863675	1866395	-	.4	Saci_2046		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220150	1866379	1866594	-	.38	Saci_2047		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220155	1866597	1867352	-	.39	Saci_2048		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220160	1867402	1868238	-	.43	Saci_2049		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220165	1868961	1869347	-	.4	Saci_2052		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220170	1869515	1869790	+	.38	Saci_2053		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220175	1869981	1870271	+	.38	Saci_2054		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220180	1871167	1872621	-	.45	Saci_2055		3-polyprenyl-4-hydroxybenzoate decarboxylase( EC:4.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220185	1872930	1873880	+	.45	Saci_2056		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220190	1873919	1874953	-	.45	Saci_2057		alcohol dehydrogenase( EC:1.1.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220195	1875156	1876487	-	.42	Saci_2058		conserved transport protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220200	1876682	1878025	+	.44	Saci_2059		aromatic ring dioxygenase subunit A	Sulfolobus acidocaldarius DSM 639 chromosome	
633220205	1878019	1878531	+	.42	Saci_2060		aromatic ring dioxygenase subunit B	Sulfolobus acidocaldarius DSM 639 chromosome	
633220210	1878613	1879272	+	.41	Saci_2061		conserved HTH domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220215	1879438	1881123	+	.45	Saci_2062	acs	acetyl-coenzyme A synthetase( EC:6.2.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220220	1881193	1881957	+	.44	Saci_2063		enoyl-CoA hydratase( EC:4.2.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220225	1881960	1884236	+	.43	Saci_2064		aldehyde oxidase and xanthine dehydrogenase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220230	1884454	1885188	-	.36	Saci_2065		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220235	1885365	1885955	+	.37	Saci_2066		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220240	1885960	1886382	+	.37	Saci_2067		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220245	1886421	1887035	+	.39	Saci_2068		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220250	1887038	1887406	+	.41	Saci_2069		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220255	1887403	1888473	+	.4	Saci_2070		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220260	1888427	1888774	-	.36	Saci_2071		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220265	1888917	1889570	-	.37	Saci_2072		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220270	1889944	1891080	-	.38	Saci_2073		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220275	1891245	1892489	-	.33	Saci_2074		conserved HD domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220280	1892482	1892763	-	.37	Saci_2075		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220285	1893103	1894461	+	.39	Saci_2076		sugar transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220290	1894943	1896622	-	.34	Saci_2077		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220295	1897287	1897949	+	.38	Saci_2078		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220300	1898115	1898345	+	.44	Saci_2079		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220305	1898348	1898716	+	.37	Saci_2080		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220310	1898928	1900034	+	.41	Saci_2081	cyp119	cytochrome P450( EC:1.14.14.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220315	1900243	1901136	+	.38	Saci_2082		ISC1173-like transposase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220320	1901241	1901804	-	.37	Saci_2083		isochorismatase family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220325	1901993	1903417	-	.42	Saci_2084		conserved membrane transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220330	1903637	1903828	-	.3	Saci_2085		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220335	1903839	1903961	-	.37	Saci_2086		4.5 kDa protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220340	1903968	1905656	-	.41	Saci_2087	soxC	cytochrome b	Sulfolobus acidocaldarius DSM 639 chromosome	
633220345	1905649	1907175	-	.4	Saci_2088		cytochrome c and quinol oxidase polypeptide I( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220350	1907202	1907708	-	.42	Saci_2089	soxA	conserved quinol oxidase polypeptide II( EC:1.9.3.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220355	1908235	1909221	+	.4	Saci_2090		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220360	1909176	1909664	+	.39	Saci_2091		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220365	1909657	1910067	+	.37	Saci_2092		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220370	1910267	1910773	+	.36	Saci_2093		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220375	1910859	1912043	-	.38	Saci_2094		manganese transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220380	1912263	1913636	-	.43	Saci_2095		sugar transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220385	1914003	1914407	-	.4	Saci_2096		sulfocyanin	Sulfolobus acidocaldarius DSM 639 chromosome	
633220390	1914889	1915974	-	.38	Saci_2097		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220395	1916240	1917643	-	.38	Saci_2098		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220400	1917809	1918819	-	.43	Saci_2099		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220405	1918939	1919640	-	.34	Saci_2100		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220410	1919652	1920485	-	.42	Saci_2101		conserved 4Fe-4S binding domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220415	1920497	1924855	-	.42	Saci_2102		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220420	1925059	1925688	+	.38	Saci_2103		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220425	1925669	1926532	+	.38	Saci_2104		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220430	1926570	1927334	+	.37	Saci_2105		conserved TPR domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220435	1927402	1928916	+	.41	Saci_2106		conserved Archaeal 4Fe-4S binding domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220440	1928913	1929455	+	.38	Saci_2107		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220445	1929457	1929873	+	.38	Saci_2108		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220450	1929931	1930980	+	.42	Saci_2109	nrfD	polysulphide reductase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220455	1931025	1932332	-	.37	Saci_2110		sugar transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220460	1932477	1934174	+	.41	Saci_2111		sugar transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220465	1934285	1934725	+	.38	Saci_2112		transcriptional regulator MarR family	Sulfolobus acidocaldarius DSM 639 chromosome	
633220470	1934770	1935960	-	.39	Saci_2113		drug transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220475	1936043	1936831	+	.4	Saci_2114		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220480	1936970	1937188	+	.36	Saci_2115		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220485	1937314	1938006	-	.38	Saci_2116		conserved Archaeal HTH DNA binding domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220490	1938412	1940589	+	.42	Saci_2117	coxL	carbon monoxide dehydrogenase large chain( EC:1.2.99.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220495	1940813	1941961	+	.37	Saci_2118		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220500	1942046	1943188	-	.37	Saci_2119		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220505	1944229	1945299	-	.39	Saci_2121		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220510	1945306	1946514	-	.4	Saci_2122		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220515	1946938	1949523	+	.39	Saci_2123		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220520	1950085	1951167	+	.41	Saci_2124		amidohydrolase family( EC:3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220525	1951225	1951599	+	.37	Saci_2125		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220530	1951596	1952621	+	.42	Saci_2126	adh	conserved NAD-dependent alcohol dehydrogenase( EC:1.1.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220535	1952839	1954077	+	.4	Saci_2127		transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220540	1954362	1955219	+	.41	Saci_2128		peptidase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220545	1955292	1956584	+	.4	Saci_2129		sugar transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633220550	1956707	1957501	+	.41	Saci_2130		oxidoreductase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220555	1957517	1958758	+	.4	Saci_2131	argE	acetylornithine deacetylase( EC:3.5.1.16 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220560	1958738	1959961	-	.41	Saci_2132	amaB	N-carbamoyl-L-amino acid amidohydrolase( EC:3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220565	1960360	1961490	+	.39	Saci_2133		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220570	1961598	1962515	+	.4	Saci_2134		arginase( EC:3.5.3.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220575	1962756	1963553	-	.34	Saci_2135		DNA repair ATPase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220580	1963887	1964411	-	.34	Saci_2136		transcriptional regulator AsnC family	Sulfolobus acidocaldarius DSM 639 chromosome	
633220585	1964516	1965850	+	.4	Saci_2137		class-III aminotransferase( EC:2.6.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220590	1965928	1966755	-	.37	Saci_2138		Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220595	1966994	1967353	-	.37	Saci_2139		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220600	1967961	1968908	-	.39	Saci_2140	pte	parathion hydrolase( EC:3.1.8.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220605	1969275	1970570	+	.41	Saci_2141	glnA	glutamine synthetase( EC:6.3.1.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220610	1970614	1971624	+	.39	Saci_2142		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220615	1971870	1973387	+	.43	Saci_2143	abfD	gamma-aminobutyrate metabolism dehydratase/isomerase( EC:4.2.1.-,EC:5.3.3.3 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220620	1973605	1974603	-	.4	Saci_2144		thioredoxin reductase( EC:1.6.4.5 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220625	1974724	1975815	+	.41	Saci_2145	adh	conserved alcohol dehydrogenase( EC:1.1.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220630	1976028	1977455	+	.42	Saci_2146		phenylacetyl-CoA ligase( EC:6.2.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220635	1977811	1978869	+	.41	Saci_2147		aspartate-semialdehyde dehydrogenase( EC:1.2.1.11 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220640	1979031	1980698	+	.41	Saci_2148	fadD	long-chain-fatty-acid-CoA ligase( EC:6.2.1.3 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220645	1981675	1982622	-	.4	Saci_2149		fumarylacetoacetate (FAA) hydrolase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220650	1982678	1983595	+	.4	Saci_2150		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220655	1983935	1984822	+	.37	Saci_2151		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220660	1984989	1985945	+	.43	Saci_2152		conserved formamidase/acetamidase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220665	1986065	1986532	-	.4	Saci_2153		acetyltransferase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220670	1986520	1987803	-	.41	Saci_2154		NAD-dependent malic enzyme( EC:1.1.1.38 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220675	1988203	1989927	+	.39	Saci_2155		dipeptidyl aminopeptidases/acylaminoacyl-peptidase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220680	1992160	1992618	+	.4	Saci_2158		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220685	1993525	1994271	+	.32	Saci_2160		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220690	1994829	1995689	+	.32	Saci_2161		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220695	1995757	1997691	-	.33	Saci_2162		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220700	1997900	1998604	+	.36	Saci_2163		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220705	1998688	1999332	-	.38	Saci_2164	rib7	5-amino-6-(5-phosphoribosylamino)uracil reductase( EC:1.1.1.193 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220710	1999379	2000074	-	.37	Saci_2165		glycerophosphoryl diester phosphodiesterase( EC:3.1.4.46 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220715	2000353	2000703	+	.35	Saci_2166		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220720	2000715	2001335	+	.37	Saci_2167		conserved Archaeal HTH DNA binding domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220725	2001440	2002825	-	.39	Saci_2168	gatA	glutamyl-tRNA(Gln) amidotransferase subunit A( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220730	2003057	2003500	+	.38	Saci_2169		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220735	2003590	2005236	-	.36	Saci_2170		thermopsin( EC:3.4.23.42 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220740	2005620	2006402	+	.35	Saci_2171		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220745	2006599	2007372	-	.37	Saci_2172		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220750	2010026	2010583	+	.32	Saci_2175		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220755	2011496	2012239	+	.38	Saci_2176		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220760	2012236	2013000	+	.39	Saci_2177		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220765	2014943	2015545	+	.31	Saci_2180		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220770	2015597	2016988	-	.38	Saci_2181		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220775	2017139	2019133	+	.39	Saci_2182	tynA	copper amine oxidase( EC:1.4.3.6 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220780	2019340	2019957	-	.36	Saci_2183		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220785	2019983	2020327	-	.36	Saci_2184		conserved Prokaryal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220790	2020633	2021421	+	.38	Saci_2185		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220795	2021719	2022729	+	.35	Saci_2186	mthK	conserved Archaeal Calcium-gated potassium channel	Sulfolobus acidocaldarius DSM 639 chromosome	
633220800	2023317	2023946	-	.36	Saci_2187		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220805	2024540	2025484	+	.39	Saci_2188		ribonucleoside-diphosphate reductase( EC:1.17.4.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220810	2025549	2027396	-	.39	Saci_2189		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220815	2027845	2030319	+	.4	Saci_2190	mas	malate synthase( EC:2.3.3.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220820	2030804	2032117	+	.42	Saci_2191	aceA	isocitrate lyase( EC:4.1.3.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220825	2032246	2032686	-	.35	Saci_2192		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220830	2032646	2032906	-	.36	Saci_2193		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220835	2033304	2034104	+	.37	Saci_2194		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220840	2034314	2034691	-	.39	Saci_2195		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220845	2035017	2036135	+	.39	Saci_2196		mandelate racemase	Sulfolobus acidocaldarius DSM 639 chromosome	
633220850	2036205	2036453	-	.36	Saci_2197		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220855	2036450	2037328	-	.43	Saci_2198		sulfurtransferase( EC:2.8.1.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220860	2037459	2037725	-	.35	Saci_2199		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220865	2037777	2038472	-	.39	Saci_2200	uroM	uroporphyrin-III C-methyltransferase( EC:2.1.1.107 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220870	2038462	2040240	-	.39	Saci_2201	sir	sulfite reductase( EC:1.8.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220875	2040367	2041086	-	.42	Saci_2202		5'-adenylylsulfate sulfotransferase 3( EC:1.8.4.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220880	2041202	2042437	+	.4	Saci_2203	sat	sulfate adenylyltransferase( EC:2.7.7.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220885	2042434	2042739	+	.4	Saci_2204		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220890	2042988	2043923	+	.39	Saci_2205		NAD-dependent alcohol dehydrogenase( EC:1.1.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633220895	2044132	2045256	+	.4	Saci_2206		universally conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633220900	2045284	2046771	-	.4	Saci_2207		4-coumarate-CoA ligase 1( EC:6.2.1.12 )	Sulfolobus acidocaldarius DSM 639 chromosome	
