Dataset:              Benthic Species Abundance Data
File Name:            va90_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3515
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA90-199 900811 COROPHIUM LACUSTRE                    3      1     0.33   0.58
VA90-199 900811 CYATHURA POLITA                       3     61    20.33   6.35
VA90-199 900811 EDOTEA TRILOBA                        3     17     5.67   1.15
VA90-199 900811 GASTROPODA: OTHER                     3      1     0.33   0.58
VA90-199 900811 HETEROMASTUS FILIFORMIS               3      2     0.67   0.58
VA90-199 900811 HOBSONIA FLORIDA                      3    515   171.67  65.65
VA90-199 900811 HYDROBIIDAE                           3    443   147.67  40.67
VA90-199 900811 LEPTOCHEIRUS PLUMULOSUS               3   1072   357.33  88.00
VA90-199 900811 MANAYUNKIA AESTUARINA                 3     19     6.33   6.03
VA90-199 900811 MARENZELLERIA VIRIDIS                 3     24     8.00   2.65
VA90-199 900811 MONOCULODES SP. 1 WATLING             3     85    28.33  16.56
VA90-199 900811 NEMERTINEA                            3      7     2.33   1.53
VA90-199 900811 OLIGOCHAETA                           3    124    41.33  37.02
VA90-199 900811 POLYPEDILUM TRIPODURA                 3      1     0.33   0.58
VA90-199 900811 PROCLADIUS SUBLETTEI                  3     19     6.33   4.51
VA90-199 900811 RANGIA CUNEATA                        3      1     0.33   0.58
VA90-199 900811 STREBLOSPIO BENEDICTI                 3      2     0.67   1.15
VA90-200 900805 AULODRILUS LIMNOBIUS                  3     10     3.33   2.31
VA90-200 900805 AULODRILUS PIGUETI                    3    203    67.67  46.80
VA90-200 900805 CHAOBORUS PUNCTIPENNIS                3     47    15.67   6.51
VA90-200 900805 CHIRONOMIDAE                          3     19     6.33   5.69
VA90-200 900805 CHIRONOMUS SPP.                       3      2     0.67   0.58
VA90-200 900805 COELOTANYPUS SPP.                     3     36    12.00   5.29
VA90-200 900805 CORBICULA FLUMINEA                    3     14     4.67   4.73
VA90-200 900805 CRYPTOCHIRONOMUS SPP.                 3      3     1.00   0.00
VA90-200 900805 HARNISCHIA                            3      2     0.67   1.15
VA90-200 900805 ILYODRILUS TEMPLETONI                 3      4     1.33   1.15
VA90-200 900805 ISOCHAETIDES FREYI                    3      6     2.00   2.00
VA90-200 900805 LIMNODRILUS HOFFMEISTERI              3     36    12.00   4.00
VA90-200 900805 MUSCULIUM                             3      1     0.33   0.58
VA90-200 900805 NAIS PSEUDOBTUSA                      3      2     0.67   1.15
VA90-200 900805 PISIDIUM                              3      1     0.33   0.58
VA90-200 900805 PROCLADIUS SUBLETTEI                  3     15     5.00   3.46
VA90-200 900805 QUISTADRILUS MULTISETOSUS             3     78    26.00  43.31
VA90-200 900805 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    321   107.00  21.93
VA90-200 900805 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3    113    37.67  24.17
VA90-202 900802 ACTEOCINA CANALICULATA                3    181    60.33   8.33
VA90-202 900802 ACTEON PUNCTOSTRIATUS                 3     25     8.33   6.43
VA90-202 900802 AMPELISCA ABDITA                      3      1     0.33   0.58
VA90-202 900802 AMPELISCA SPP.                        3      1     0.33   0.58
VA90-202 900802 EPITONIUM RUPICOLA                    3      2     0.67   1.15
VA90-202 900802 GLYCINDE SOLITARIA                    3     14     4.67   3.79
VA90-202 900802 GONIADIDAE                            3      6     2.00   2.00
VA90-202 900802 HYPERETEONE HETEROPODA                3      1     0.33   0.58
VA90-202 900802 LEITOSCOLOPLOS ROBUSTUS               3      2     0.67   1.15
VA90-202 900802 LEITOSCOLOPLOS SPP.                   3      4     1.33   1.53
VA90-202 900802 LEUCON AMERICANUS                     3     11     3.67   0.58
VA90-202 900802 MEDIOMASTUS AMBISETA                  3     18     6.00   3.46
VA90-202 900802 MULINIA LATERALIS                     3      6     2.00   0.00
VA90-202 900802 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA90-202 900802 NEREIDIDAE                            3      1     0.33   0.58
VA90-202 900802 ODOSTOMIA SPP.                        3     41    13.67   9.71
VA90-202 900802 OGYRIDES ALPHAEROSTRIS                3      9     3.00   2.65
VA90-202 900802 OLIGOCHAETA                           3      4     1.33   1.53
VA90-202 900802 ONUPHIDAE                             3      2     0.67   0.58
VA90-202 900802 PARAPRIONOSPIO PINNATA                3     42    14.00   4.36
VA90-202 900802 PHORONIS SPP.                         3      5     1.67   0.58
VA90-202 900802 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
VA90-202 900802 SACCOGLOSSUS KOWALEVSKII              3      1     0.33   0.58
VA90-202 900802 SIGAMBRA TENTACULATA                  3      3     1.00   1.73
VA90-202 900802 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA90-202 900802 TELLINA AGILIS                        3      1     0.33   0.58
VA90-202 900802 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-202 900802 TURBELLARIA                           3      1     0.33   0.58
VA90-202 900802 TURBONILLA SPP.                       3      1     0.33   0.58
VA90-204 900821 ACTEOCINA CANALICULATA                3      1     0.33   0.58
VA90-204 900821 AMPELISCA SPP.                        3      1     0.33   0.58
VA90-204 900821 ANTHOZOA                              3      1     0.33   0.58
VA90-204 900821 COROPHIUM SPP.                        3      1     0.33   0.58
VA90-204 900821 EPITONIUM RUPICOLA                    3      1     0.33   0.58
VA90-204 900821 ERICTHONIUS BRASILIENSIS              3      1     0.33   0.58
VA90-204 900821 GLYCINDE SOLITARIA                    3      9     3.00   3.00
VA90-204 900821 HETEROMASTUS FILIFORMIS               3      2     0.67   1.15
VA90-204 900821 LEUCON AMERICANUS                     3      1     0.33   0.58
VA90-204 900821 MACOMA BALTHICA                       3      6     2.00   1.00
VA90-204 900821 MULINIA LATERALIS                     3      1     0.33   0.58
VA90-204 900821 NEANTHES SUCCINEA                     3     16     5.33   1.15
VA90-204 900821 NEMERTINEA                            3      3     1.00   0.00
VA90-204 900821 ODOSTOMIA SPP.                        3      1     0.33   0.58
VA90-204 900821 OGYRIDES ALPHAEROSTRIS                3     29     9.67   4.04
VA90-204 900821 OLIGOCHAETA                           3     42    14.00   4.36
VA90-204 900821 PARAHESIONE LUTEOLA                   3      2     0.67   1.15
VA90-204 900821 PARAPRIONOSPIO PINNATA                3     20     6.67   2.08
VA90-204 900821 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   1.15
VA90-204 900821 STREBLOSPIO BENEDICTI                 3      4     1.33   1.53
VA90-204 900821 TELLINIDAE                            3      1     0.33   0.58
VA90-206 900822 CHIRIDOTEA ALMYRA                     3      3     1.00   1.00
VA90-206 900822 CRYPTOCHIRONOMUS FULVUS               3      1     0.33   0.58
VA90-206 900822 CRYPTOCHIRONOMUS SPP.                 3      1     0.33   0.58
VA90-206 900822 CYATHURA POLITA                       3      1     0.33   0.58
VA90-206 900822 HABER SPECIOSUS                       3      6     2.00   2.65
VA90-206 900822 MARENZELLERIA VIRIDIS                 3      8     2.67   1.53
VA90-206 900822 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA90-206 900822 NEMERTINEA                            3      1     0.33   0.58
VA90-206 900822 POLYPEDILUM TRIPODURA                 3      4     1.33   1.53
VA90-206 900822 PROCLADIUS SPP.                       3      1     0.33   0.58
VA90-206 900822 RANGIA CUNEATA                        3     24     8.00   3.61
VA90-206 900822 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      4     1.33   1.53
VA90-206 900822 TUBIFICOIDES HETEROCHAETUS            3      4     1.33   1.53
VA90-208 900822 CHIRONOMUS SPP.                       3      5     1.67   1.15
VA90-208 900822 COELOTANYPUS SPP.                     3      5     1.67   1.15
VA90-208 900822 CORBICULA FLUMINEA                    3     60    20.00   9.54
VA90-208 900822 CRYPTOCHIRONOMUS SPP.                 3      2     0.67   0.58
VA90-208 900822 CYATHURA POLITA                       3      2     0.67   0.58
VA90-208 900822 GAMMARUS DAIBERI                      3     13     4.33   5.13
VA90-208 900822 GAMMARUS SPP.                         3    300   100.00  15.62
VA90-208 900822 GLYPTOTENDIPES                        3      2     0.67   0.58
VA90-208 900822 ILYODRILUS TEMPLETONI                 3      4     1.33   2.31
VA90-208 900822 LIMNODRILUS HOFFMEISTERI              3    124    41.33  25.70
VA90-208 900822 MARENZELLERIA VIRIDIS                 3      2     0.67   0.58
VA90-208 900822 PALAEMONETES PUGIO                    3      1     0.33   0.58
VA90-208 900822 PROCLADIUS SPP.                       3      1     0.33   0.58
VA90-208 900822 PSEUDOCHIRONOMUS                      3      1     0.33   0.58
VA90-208 900822 QUISTADRILUS MULTISETOSUS             3      2     0.67   1.15
VA90-208 900822 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    691   230.33  46.06
VA90-208 900822 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      8     2.67   3.06
VA90-210 900723 AULODRILUS LIMNOBIUS                  3      2     0.67   1.15
VA90-210 900723 AULODRILUS PIGUETI                    3      4     1.33   0.58
VA90-210 900723 CORBICULA FLUMINEA                    3      3     1.00   1.73
VA90-210 900723 COROPHIUM LACUSTRE                    3      2     0.67   1.15
VA90-210 900723 CRYPTOCHIRONOMUS SPP.                 3      1     0.33   0.58
VA90-210 900723 HABER SPECIOSUS                       3      3     1.00   1.73
VA90-210 900723 LEPTOCHEIRUS PLUMULOSUS               3      1     0.33   0.58
VA90-210 900723 LIMNODRILUS HOFFMEISTERI              3     60    20.00  11.53
VA90-210 900723 PIGUETIELLA MICHIGANENSIS             3      4     1.33   1.53
VA90-210 900723 PSEUDOCHIRONOMUS                      3      1     0.33   0.58
VA90-210 900723 SPECARIA JOSINAE                      3      3     1.00   1.73
VA90-210 900723 STEPHENSONIANA TANDYI                 3      1     0.33   0.58
VA90-210 900723 STEPHENSONIANA TRIVANDRANA            3      1     0.33   0.58
VA90-210 900723 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    142    47.33  10.02
VA90-210 900723 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      3     1.00   1.00
VA90-210 900723 TUBIFICOIDES HETEROCHAETUS            3      2     0.67   0.58
VA90-215 900810 CHAOBORUS PUNCTIPENNIS                3     25     8.33   6.11
VA90-215 900810 CHIRIDOTEA ALMYRA                     3      1     0.33   0.58
VA90-215 900810 CHIRONOMIDAE                          3      1     0.33   0.58
VA90-215 900810 COELOTANYPUS SPP.                     3     14     4.67   1.15
VA90-215 900810 CRYPTOCHIRONOMUS SPP.                 3      2     0.67   0.58
VA90-215 900810 CYATHURA POLITA                       3      2     0.67   0.58
VA90-215 900810 GAMMARUS SPP.                         3     17     5.67   6.43
VA90-215 900810 LIMNODRILUS HOFFMEISTERI              3     78    26.00  13.11
VA90-215 900810 MUSCULIUM                             3      6     2.00   1.00
VA90-215 900810 OECETIS                               3      3     1.00   1.73
VA90-215 900810 PISIDIUM                              3      1     0.33   0.58
VA90-215 900810 POLYPEDILUM TRIPODURA                 3      7     2.33   1.53
VA90-215 900810 PROMENETUS                            3      1     0.33   0.58
VA90-215 900810 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    523   174.33  16.04
VA90-215 900810 TURBELLARIA                           3      3     1.00   1.73
VA90-217 900809 AULODRILUS LIMNOBIUS                  2      3     1.50   2.12
VA90-217 900809 CHAOBORUS PUNCTIPENNIS                2     13     6.50   7.78
VA90-217 900809 CHIRIDOTEA ALMYRA                     2      1     0.50   0.71
VA90-217 900809 CHIRONOMIDAE                          2      2     1.00   1.41
VA90-217 900809 CRYPTOCHIRONOMUS SPP.                 2     23    11.50   3.54
VA90-217 900809 CYATHURA POLITA                       2     55    27.50   7.78
VA90-217 900809 GAMMARUS DAIBERI                      2      1     0.50   0.71
VA90-217 900809 GAMMARUS SPP.                         2     37    18.50   3.54
VA90-217 900809 HARNISCHIA                            2      8     4.00   5.66
VA90-217 900809 ILYODRILUS TEMPLETONI                 2      3     1.50   2.12
VA90-217 900809 LIMNODRILUS HOFFMEISTERI              2    168    84.00  25.46
VA90-217 900809 LIMNODRILUS UDEKEMIANUS               2      3     1.50   2.12
VA90-217 900809 MUSCULIUM                             2      2     1.00   1.41
VA90-217 900809 POLYPEDILUM TRIPODURA                 2     18     9.00   1.41
VA90-217 900809 TUBIFICIDAE WITH CAPILIFORM CHAETAE   2   1022   511.00  60.81
VA90-217 900809 TURBELLARIA                           3     10     3.33   4.16
VA90-219 900728 CHIRIDOTEA ALMYRA                     3     84    28.00   6.24
VA90-219 900728 MARENZELLERIA VIRIDIS                 3    399   133.00  83.07
VA90-219 900728 MEDIOMASTUS AMBISETA                  3      1     0.33   0.58
VA90-219 900728 MONOCULODES SP. 1 WATLING             3      5     1.67   1.15
VA90-219 900728 OLIGOCHAETA                           3      2     0.67   1.15
VA90-223 900729 COROPHIUM LACUSTRE                    3      3     1.00   1.73
VA90-223 900729 CYATHURA POLITA                       3      3     1.00   1.00
VA90-223 900729 GAMMARUS DAIBERI                      3     16     5.33   5.51
VA90-223 900729 GAMMARUS SPP.                         3     15     5.00   3.61
VA90-223 900729 LIMNODRILUS HOFFMEISTERI              3      1     0.33   0.58
VA90-223 900729 MARENZELLERIA VIRIDIS                 3      3     1.00   1.73
VA90-223 900729 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA90-223 900729 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      5     1.67   1.53
VA90-223 900729 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      1     0.33   0.58
VA90-227 900808 CHIRONOMIDAE                          3      2     0.67   0.58
VA90-227 900808 CORBICULA FLUMINEA                    3      3     1.00   1.00
VA90-227 900808 CYATHURA POLITA                       3    229    76.33  26.27
VA90-227 900808 DICROTENDIPES                         3      2     0.67   1.15
VA90-227 900808 DICROTENDIPES NERVOSUS                3      1     0.33   0.58
VA90-227 900808 FERRISSIA                             3     22     7.33  12.70
VA90-227 900808 GAMMARUS DAIBERI                      3     83    27.67  30.44
VA90-227 900808 GAMMARUS SPP.                         3    290    96.67  43.02
VA90-227 900808 LIMNODRILUS HOFFMEISTERI              3      1     0.33   0.58
VA90-227 900808 QUISTADRILUS MULTISETOSUS             3      1     0.33   0.58
VA90-227 900808 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3      1     0.33   0.58
VA90-231 900910 AMNICOLA LIMOSA                       3      1     0.33   0.58
VA90-231 900910 AULODRILUS PIGUETI                    3     10     3.33   2.31
VA90-231 900910 CHIRONOMIDAE                          3     52    17.33   1.53
VA90-231 900910 CINCINNATIA WINKLEYI                  3      1     0.33   0.58
VA90-231 900910 CORBICULA FLUMINEA                    3     61    20.33  10.12
