"Symbol","Scientific Name with Author","GSAT Common Name"
"MITRE","Mitreola L.","hornpod"
"MIUM","Micranthemum umbrosum (J.F. Gmel.) S.F. Blake","shade mudflower"
"MIVI","Microstegium vimineum (Trin.) A. Camus","Nepalese browntop"
"MOAL","Morus alba L.","white mulberry"
"MOBA","Momordica balsamina L.","southern balsampear"
"MOBR2","Monarda bradburiana Beck","eastern beebalm"
"MOCA","Modiola caroliniana (L.) G. Don","Carolina bristlemallow"
"MOCA7","Morella caroliniensis (Mill.) Small","southern bayberry"
"MOCE2","Morella cerifera (L.) Small","wax myrtle"
"MOCH2","Momordica charantia L.","balsampear"
"MOCI","Monarda citriodora Cerv. ex Lag.","lemon beebalm"
"MOCIC","Monarda citriodora Cerv. ex Lag. ssp. citriodora","lemon beebalm"
"MOCIC2","Monarda citriodora Cerv. ex Lag. ssp. citriodora var. citriodora","lemon beebalm"
"MOCL2","Monarda clinopodioides A. Gray","basil beebalm"
"MODIO","Modiola Moench","bristlemallow"
"MOFI","Monarda fistulosa L.","wild bergamot"
"MOFIF","Monarda fistulosa L. ssp. fistulosa","wild bergamot"
"MOFIF2","Monarda fistulosa L. ssp. fistulosa var. fistulosa","wild bergamot"
"MOFIM3","Monarda fistulosa L. ssp. fistulosa var. mollis (L.) Benth.","wild bergamot"
"MOHY3","Monotropa hypopithys L.","pinesap"
"MOIN","Morella inodora (Bartram) Small","scentless bayberry"
"MOLI","Monanthochloe littoralis Engelm.","shoregrass"
"MOLI2","Monarda lindheimeri Engelm. & A. Gray ex A. Gray","Lindheimer's beebalm"
"MOLI4","Montia linearis (Douglas ex Hook.) Greene","narrowleaf minerslettuce"
"MOLLU","Mollugo L.","carpetweed"
"MOMOR","Momordica L.","momordica"
"MONAN","Monanthochloe Engelm.","shoregrass"
"MONAR","Monarda L.","beebalm"
"MONI","Morus nigra L.","black mulberry"
"MONOL","Monolepis Schrad.","povertyweed"
"MONOT","Monotropa L.","Indianpipe"
"MONTI","Montia L.","minerslettuce"
"MONU","Monolepis nuttalliana (Schult.) Greene","Nuttall's povertyweed"
"MOPU","Monarda punctata L.","spotted beebalm"
"MOPUP","Monarda punctata L. ssp. punctata","spotted beebalm"
"MOPUP2","Monarda punctata L. ssp. punctata var. punctata","spotted beebalm"
"MOREL2","Morella Lour.","bayberry"
"MORU2","Morus rubra L.","red mulberry"
"MORUR","Morus rubra L. var. rubra","red mulberry"
"MORUS","Morus L.","mulberry"
"MOUN3","Monotropa uniflora L.","Indianpipe"
"MOVE","Mollugo verticillata L.","green carpetweed"
"MUAR5","Muscari armeniacum Leichtlin ex Baker","Armenian grape hyacinth"
"MUBU","Muhlenbergia bushii Pohl","nodding muhly"
"MUCA2","Muhlenbergia capillaris (Lam.) Trin.","hairawn muhly"
"MUEX","Muhlenbergia expansa (Poir.) Trin.","cutover muhly"
"MUFI3","Muhlenbergia filipes M.A. Curtis","gulfhairawn muhly"
"MUFR2","Muhlenbergia frondosa (Poir.) Fernald","wirestem muhly"
"MUGL","Muhlenbergia glabriflora Scribn.","inland muhly"
"MUHLE","Muhlenbergia Schreb.","muhly"
"MUKE","Murdannia keisak (Hassk.) Hand.-Maz.","wartremoving herb"
"MUNE","Muscari neglectum Guss. ex Ten.","starch grape hyacinth"
"MUNU","Murdannia nudiflora (L.) Brenan","nakedstem dewflower"
"MUPA3","Musa ×paradisiaca L. (pro sp.) [acuminata × balbisiana]","French plantain"
"MURDA","Murdannia Royle","murdannia"
"MUSA2","Musa L.","banana"
"MUSC","Muhlenbergia schreberi J.F. Gmel.","nimblewill"
"MUSCA","Muscari Mill.","grape hyacinth"
"MYAQ2","Myriophyllum aquaticum (Vell.) Verdc.","parrot feather watermilfoil"
"MYDI","Myosotis discolor Pers.","changing forget-me-not"
"MYHE2","Myriophyllum heterophyllum Michx.","twoleaf watermilfoil"
"MYMA","Myosotis macrosperma Engelm.","largeseed forget-me-not"
"MYMI2","Myosurus minimus L.","tiny mousetail"
"MYOSO","Myosotis L.","forget-me-not"
"MYOSU","Myosurus L.","mousetail"
"MYPI","Myriophyllum pinnatum (Walter) Britton, Sterns & Poggenb.","cutleaf watermilfoil"
"MYRIO","Myriophyllum L.","watermilfoil"
"MYSC","Myosotis scorpioides L.","true forget-me-not"
"MYSP2","Myriophyllum spicatum L.","Eurasian watermilfoil"
"MYVE","Myosotis verna Nutt.","spring forget-me-not"
"MYVE3","Myriophyllum verticillatum L.","whorl-leaf watermilfoil"
"NAAS2","Narcissus assoanus Dufour","rushleaf jonquil"
"NABU","Narcissus bulbocodium L.","petticoat daffodil"
"NADO","Nandina domestica Thunb.","sacred bamboo"
"NAGU","Najas guadalupensis (Spreng.) Magnus","southern waternymph"
"NAGUG","Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis","southern waternymph"
"NAIN","Narcissus ×incomparabilis Mill. (pro sp.) [poeticus × pseudonarcissus]","nonesuch daffodil"
"NAJA","Nama jamaicense L.","Jamaicanweed"
"NAJAS","Najas L.","waternymph"
"NAJO","Narcissus jonquilla L.","jonquil"
"NALE3","Nassella leucotricha (Trin. & Rupr.) Pohl","Texas wintergrass"
"NAMA4","Nama L.","fiddleleaf"
"NAME2","Narcissus ×medioluteus Mill. (pro sp.) [poeticus × tazetta]","primrose peerless"
"NAMI","Najas minor All.","brittle waternymph"
"NANDI","Nandina Thunb.","nandina"
"NAOD","Narcissus ×odorus L. (pro sp.) [jonquilla × pseudonarcissus]","Campernelle jonquil"
"NAOF","Nasturtium officinale W.T. Aiton","watercress"
"NAPA3","Narcissus papyraceus Ker Gawl.","paperwhite narcissus"
"NAPO","Narcissus poeticus L.","poet's narcissus"
"NAPS","Narcissus pseudonarcissus L.","daffodil"
"NARCI","Narcissus L.","daffodil"
"NASSE","Nassella (Trin.) Desv.","needlegrass"
"NATA2","Narcissus tazetta L.","cream narcissus"
"NEAP","Nemophila aphylla (L.) Brummitt","smallflower baby blue eyes"
"NEAQ2","Neobeckia aquatica (Eaton) Greene","lakecress"
"NEBI","Nephrolepis biserrata (Sw.) Schott","giant swordfern"
"NECA2","Nepeta cataria L.","catnip"
"NEERA2","Neeragrostis Bush","creeping lovegrass"
"NEEX","Nephrolepis exaltata (L.) Schott","Boston swordfern"
"NEEXE","Nephrolepis exaltata (L.) Schott ssp. exaltata","Boston swordfern"
"NEGE","Nemastylis geminiflora Nutt.","prairie pleatleaf"
"NELU","Nelumbo lutea Willd.","American lotus"
"NELU2","Neptunia lutea (Leavenworth) Benth.","yellow puff"
"NELUM","Nelumbo Adans.","lotus"
"NEMAS","Nemastylis Nutt.","pleatleaf"
"NEMOP","Nemophila Nutt.","baby blue eyes"
"NENU2","Nelumbo nucifera Gaertn.","sacred lotus"
"NEOBE","Neobeckia Greene","lakecress"
"NEOL","Nerium oleander L.","oleander"
"NEPET","Nepeta L.","catnip"
"NEPH","Nemophila phacelioides Nutt.","largeflower baby blue eyes"
"NEPHR","Nephrolepis Schott","swordfern"
"NEPTU","Neptunia Lour.","puff"
"NEPU3","Neptunia pubescens Benth.","tropical puff"
"NEPUP","Neptunia pubescens Benth. var. pubescens","tropical puff"
"NERE3","Neeragrostis reptans (Michx.) Nicora","creeping lovegrass"
"NERIU","Nerium L.","oleander"
"NICOT","Nicotiana L.","tobacco"
"NILO","Nicotiana longiflora Cav.","longflower tobacco"
"NIPL2","Nicotiana plumbaginifolia Viv.","Tex-Mex tobacco"
"NITA","Nicotiana tabacum L.","cultivated tobacco"
"NOBI2","Nothoscordum bivalve (L.) Britton","crowpoison"
"NOBO","Nothoscordum borbonicum Kunth","fragrant false garlic"
"NOTHO2","Nothoscordum Kunth","false garlic"
"NUCA","Nuttallanthus canadensis (L.) D.A. Sutton","Canada toadflax"
"NULU","Nuphar lutea (L.) Sm.","yellow pond-lily"
"NULUA","Nuphar lutea (L.) Sm. ssp. advena (Aiton) Kartesz & Gandhi","yellow pond-lily"
"NUPHA","Nuphar Sm.","pond-lily"
"NUTE","Nuttallanthus texanus (Scheele) D.A. Sutton","Texas toadflax"
"NUTTA","Nuttallanthus D.A. Sutton","toadflax"
"NYAQ","Nymphoides aquatica (J.F. Gmel.) Kuntze","big floatingheart"
"NYAQ2","Nyssa aquatica L.","water tupelo"
"NYBI","Nyssa biflora Walter","swamp tupelo"
"NYCO","Nymphoides cordata (Elliot) Fernald","little floatingheart"
"NYEL","Nymphaea elegans Hook.","tropical royalblue waterlily"
"NYLO","Nymphaea lotus L.","white Egyptian lotus"
"NYME","Nymphaea mexicana Zucc.","yellow waterlily"
"NYMPH","Nymphaea L.","waterlily"
"NYMPH2","Nymphoides Hill","floatingheart"
"NYOD","Nymphaea odorata Aiton","American white waterlily"
"NYODO","Nymphaea odorata Aiton ssp. odorata","American white waterlily"
"NYPE","Nymphoides peltata (S.G. Gmel.) Kuntze","yellow floatingheart"
"NYSSA","Nyssa L.","tupelo"
"NYSY","Nyssa sylvatica Marsh.","blackgum"
"OBOLA","Obolaria L.","obolaria"
"OBVI","Obolaria virginica L.","Virginia pennywort"
"OCBA","Ocimum basilicum L.","sweet basil"
"OCIMU","Ocimum L.","basil"
"OEBI","Oenothera biennis L.","common evening-primrose"
"OEDR","Oenothera drummondii Hook.","beach evening-primrose"
"OEFR","Oenothera fruticosa L.","narrowleaf evening-primrose"
"OEFRF","Oenothera fruticosa L. ssp. fruticosa","narrowleaf evening-primrose"
"OEFRG","Oenothera fruticosa L. ssp. glauca (Michx.) Straley","narrowleaf evening-primrose"
"OEGR2","Oenothera grandis (Britton) Smyth","showy evening-primrose"
"OEHE3","Oenothera heterophylla Spach","variableleaf evening-primrose"
"OEHEH","Oenothera heterophylla Spach ssp. heterophylla","variableleaf evening-primrose"
"OEHU","Oenothera humifusa Nutt.","seabeach evening-primrose"
"OELA","Oenothera laciniata Hill","cutleaf evening-primrose"
"OELI","Oenothera linifolia Nutt.","threadleaf evening-primrose"
"OENOT","Oenothera L.","evening-primrose"
"OEPI2","Oenothera pilosella Raf.","meadow evening-primrose"
"OEPIP","Oenothera pilosella Raf. ssp. pilosella","meadow evening-primrose"
"OEPIS","Oenothera pilosella Raf. ssp. sessilis (Pennell) Straley","meadow evening-primrose"
"OERH","Oenothera rhombipetala Nutt. ex Torr. & A. Gray","fourpoint evening-primrose"
"OESP","Oenothera spachiana Torr. & A. Gray","Spach's evening-primrose"
"OESP2","Oenothera speciosa Nutt.","pinkladies"
"OETR2","Oenothera triloba Nutt.","stemless evening-primrose"
"OLBO","Oldenlandia boscii (DC.) Chapm.","Bosc's mille graines"
"OLCO","Oldenlandia corymbosa L.","flat-top mille graines"
"OLDEN","Oldenlandia L.","oldenlandia"
"OLIGO3","Oligoneuron Small","goldenrod"
"OLNI","Oligoneuron nitidum (Torr. & A. Gray) Small","shiny goldenrod"
"OLRI","Oligoneuron rigidum (L.) Small","stiff goldenrod"
"OLRIG","Oligoneuron rigidum (L.) Small var. glabratum (E.L. Braun) G.L. Nesom","stiff goldenrod"
"OLRIR","Oligoneuron rigidum (L.) Small var. rigidum","stiff goldenrod"
"OLUN","Oldenlandia uniflora L.","clustered mille graines"
"ONBE","Onosmodium bejariense DC. ex A. DC.","soft-hair marbleseed"
"ONBEB","Onosmodium bejariense DC. ex A. DC. var. bejariense","soft-hair marbleseed"
"ONBEH","Onosmodium bejariense DC. ex A. DC. var. hispidissimum (Mack.) B.L. Turner","softhair marbleseed"
"ONBEO","Onosmodium bejariense DC. ex A. DC. var. occidentale (Mack.) B.L. Turner","western marbleseed"
"ONOCL","Onoclea L.","sensitive fern"
"ONOSM","Onosmodium Michx.","marbleseed"
"ONSE","Onoclea sensibilis L.","sensitive fern"
"ONVI2","Onosmodium virginianum (L.) A. DC.","wild Job's tears"
"OPCR","Ophioglossum crotalophoroides Walter","bulbous adderstongue"
"OPCRC","Ophioglossum crotalophoroides Walter var. crotalophoroides","bulbous adderstongue"
"OPEN","Ophioglossum engelmannii Prantl","limestone adderstongue"
"OPEN3","Opuntia engelmannii Salm-Dyck ex Engelm.","cactus apple"
"OPENL","Opuntia engelmannii Salm-Dyck ex Engelm. var. lindheimeri (Engelm.) Parfitt & Pinkava","Texas pricklypear"
"OPHI","Oplismenus hirtellus (L.) P. Beauv.","bristle basketgrass"
"OPHIO","Ophioglossum L.","adderstongue"
"OPHU","Opuntia humifusa (Raf.) Raf.","devil's-tongue"
"OPLIS","Oplismenus P. Beauv.","basketgrass"
"OPMA2","Opuntia macrorhiza Engelm.","twistspine pricklypear"
"OPMAM3","Opuntia macrorhiza Engelm. var. macrorhiza","twistspine pricklypear"
"OPMO5","Opuntia monacantha (Willd.) Haw.","common pricklypear"
"OPNU","Ophioglossum nudicaule L. f.","least adderstongue"
"OPPE2","Ophioglossum petiolatum Hook.","longstem adderstongue"
"OPPU2","Opuntia pusilla (Haw.) Haw.","cockspur pricklypear"
"OPST2","Opuntia stricta (Haw.) Haw.","erect pricklypear"
"OPUNT","Opuntia Mill.","pricklypear"
"OPVU","Ophioglossum vulgatum L.","southern adderstongue"
"ORAQ","Orontium aquaticum L.","goldenclub"
"ORBEX","Orbexilum Raf.","leather-root"
"ORNIT","Ornithogalum L.","star of Bethlehem"
"OROBA","Orobanche L.","broomrape"
"ORONT","Orontium L.","goldenclub"
"ORPE","Orbexilum pedunculatum (Mill.) Rydb.","Sampson's snakeroot"
"ORPEP2","Orbexilum pedunculatum (Mill.) Rydb. var. pedunculatum","Sampson's snakeroot"
"ORSA","Oryza sativa L.","rice"
"ORSI","Orbexilum simplex (Nutt. ex Torr. & A. Gray) Rydb.","singlestem leather-root"
"ORUM","Ornithogalum umbellatum L.","sleepydick"
"ORUN","Orobanche uniflora L.","oneflowered broomrape"
"ORYZA","Oryza L.","rice"
"OSAM","Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray","devilwood"
"OSAMA","Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray var. americanus","devilwood"
"OSCI","Osmunda cinnamomea L.","cinnamon fern"
"OSCIC","Osmunda cinnamomea L. var. cinnamomea","cinnamon fern"
"OSMAN","Osmanthus Lour.","devilwood"
"OSMUN","Osmunda L.","osmunda"
"OSRE","Osmunda regalis L.","royal fern"
"OSRES","Osmunda regalis L. var. spectabilis (Willd.) A. Gray","royal fern"
"OSTRY","Ostrya Scop.","hophornbean"
"OSVI","Ostrya virginiana (Mill.) K. Koch","hophornbeam"
"OSVIV","Ostrya virginiana (Mill.) K. Koch var. virginiana","hophornbeam"
"OTAL","Ottelia alismoides (L.) Pers.","ducklettuce"
"OTTEL","Ottelia Pers.","ottelia"
"OXALI","Oxalis L.","woodsorrel"
"OXAR","Oxydendrum arboreum (L.) DC.","sourwood"
"OXCO","Oxalis corniculata L.","creeping woodsorrel"
"OXCU2","Oxycaryum cubense (Poepp. & Kunth) Lye","Cuban bulrush"
"OXDE3","Oxalis debilis Kunth","pink woodsorrel"
"OXDEC","Oxalis debilis Kunth var. corymbosa (DC.) Lourteig","pink woodsorrel"
"OXDI2","Oxalis dillenii Jacq.","slender yellow woodsorrel"
"OXFI","Oxypolis filiformis (Walter) Britton","water cowbane"
"OXPR","Oxalis priceae Small","tufted yellow woodsorrel"
"OXPRT","Oxalis priceae Small ssp. texana (Small) Eiten","Texas woodsorrel"
"OXRI","Oxypolis rigidior (L.) Raf.","stiff cowbane"
"OXRU","Oxalis rubra A. St.-Hil.","windowbox woodsorrel"
"OXST","Oxalis stricta L.","common yellow oxalis"
"OXVI","Oxalis violacea L.","violet woodsorrel"
"OXYCA","Oxycaryum Nees","bulrush"
"OXYDE","Oxydendrum DC.","sourwood"
"OXYPO","Oxypolis Raf.","cowbane"
"PAAC3","Parkinsonia aculeata L.","Jerusalem thorn"
"PAAC4","Paspalum acuminatum Raddi","brook crowngrass"
"PAAL7","Paspalum almum Chase","Comb's crowngrass"
"PAAM2","Panicum amarum Elliot","bitter panicgrass"
"PAAMA2","Panicum amarum Elliot var. amarulum (Hitchc. & Chase) P.G. Palmer","bitter panicgrass"
"PAAMA3","Panicum amarum Elliot var. amarum","bitter panicgrass"
"PAAN","Panicum anceps Michx.","beaked panicgrass"
"PAAN6","Packera anonyma (Alph. Wood) W.A. Weber & A. Löve","Small's ragwort"
"PABI3","Paspalum bifidum (Bertol.) Nash","pitchfork crowngrass"
"PABO3","Paspalum boscianum Flueggé","bull crowngrass"
"PABR2","Panicum brachyanthum Steud.","prairie panicgrass"
"PACA11","Paronychia canadensis (L.) Alph. Wood","smooth forked nailwort"
"PACA22","Passiflora caerulea L.","bluecrown passionflower"
"PACA3","Palafoxia callosa (Nutt.) Torr. & A. Gray","small palafox"
"PACA6","Panicum capillare L.","witchgrass"
"PACHY3","Pachysandra Michx.","pachysandra"
"PACKE","Packera A. Löve & D. Löve","ragwort"
"PACO14","Paspalum conjugatum P.J. Bergius","hilograss"
"PACO15","Paspalum convexum Humb. & Bonpl. ex Flueggé","Latin American crowngrass"
"PADE24","Paspalum denticulatum Trin.","longtom"
"PADI","Panicum dichotomiflorum Michx.","fall panicgrass"
"PADI3","Paspalum dilatatum Poir.","dallisgrass"
"PADI5","Paspalum dissectum (L.) L.","mudbank crowngrass"
"PADI6","Paspalum distichum L.","knotgrass"
"PADID","Panicum dichotomiflorum Michx. var. dichotomiflorum","fall panicgrass"
"PADR","Paronychia drummondii Torr. & A. Gray","Drummond's nailwort"
"PAEDE","Paederia L.","sewer vine"
"PAER2","Paronychia erecta (Chapm.) Shinners","squareflower"
"PAERC","Paronychia erecta (Chapm.) Shinners var. corymbosa (Small) Chaudhri","squareflower"
"PAFA3","Paronychia fastigiata (Raf.) Fernald","hairy forked nailwort"
"PAFAF","Paronychia fastigiata (Raf.) Fernald var. fastigiata","hairy forked nailwort"
"PAFL2","Panicum flexile (Gattinger) Scribn.","wiry panicgrass"
"PAFL3","Parietaria floridana Nutt.","Florida pellitory"
"PAFL4","Paspalum floridanum Michx.","Florida paspalum"
"PAFL5","Paspalum fluitans (Elliot) Kunth","horsetail paspalum"
"PAFO3","Paederia foetida L.","stinkvine"
"PAGE2","Paspalidium geminatum (Forssk.) Stapf","Egyptian panicgrass"
"PAGEG","Paspalidium geminatum (Forssk.) Stapf var. geminatum","Egyptian panicgrass"
"PAGL17","Packera glabella (Poir.) C. Jeffrey","butterweed"
"PAGL9","Pascalia glauca Ortega","beach creeping oxeye"
"PAGR","Parnassia grandifolia DC.","largeleaf grass of Parnassus"
"PAHA","Panicum hallii Vasey","Hall's panicgrass"
"PAHAF","Panicum hallii Vasey var. filipes (Scribn.) Waller","Hall's panicgrass"
"PAHE2","Panicum hemitomon Schult.","maidencane"
"PAHI8","Parthenium hispidum Raf.","wild quinine"
"PAHY","Parthenium hysterophorus L.","Santa Maria feverfew"
"PAHY2","Paspalum hydrophilum Henr.","water paspalum"
"PAIN","Parapholis incurva (L.) C.E. Hubbard","curved sicklegrass"
"PAIN3","Parthenium integrifolium L.","wild quinine"
"PAIN5","Paspalum intermedium Munro ex Morong","intermediate paspalum"
"PAIN6","Passiflora incarnata L.","purple passionflower"
"PAINI","Parthenium integrifolium L. var. integrifolium","wild quinine"
"PAJU","Parietaria judaica L.","spreading pellitory"
"PALA10","Paspalum laeve Michx.","field paspalum"
"PALA11","Paspalum langei (Fourn.) Nash","rustyseed paspalum"
"PALAF","Palafoxia Lag.","palafox"
"PALU2","Passiflora lutea L.","yellow passionflower"
"PAMI2","Panicum miliaceum L.","broomcorn millet"
"PAMI4","Paspalum minus Fourn.","matted paspalum"
"PAMIM","Panicum miliaceum L. ssp. miliaceum","broomcorn millet"
"PAMO4","Paspalum monostachyum Vasey","gulfdune paspalum"
"PANAX","Panax L.","ginseng"
"PANIC","Panicum L.","panicgrass"
"PANO2","Paspalum notatum Flueggé","bahiagrass"
"PANOL3","Paspalum notatum Flueggé var. latiflorum J. Döll","bahiagrass"
"PANON","Paspalum notatum Flueggé var. notatum","bahiagrass"
"PANOS","Paspalum notatum Flueggé var. saurae Parodi","bahiagrass"
"PAOB6","Packera obovata (Muhl. ex Willd.) W.A. Weber & A. Löve","roundleaf ragwort"
"PAOR5","Papaver orientale L.","Oriental poppy"
"PAPAV","Papaver L.","poppy"
"PAPE5","Parietaria pensylvanica Muhl. ex Willd.","Pennsylvania pellitory"
"PAPL12","Packera plattensis (Nutt.) W.A. Weber & A. Löve","prairie groundsel"
"PAPL3","Paspalum plicatulum Michx.","brownseed paspalum"
"PAPR4","Paspalum praecox Walter","early paspalum"
"PAPR6","Parietaria praetermissa Hinton","clustered pellitory"
"PAPR7","Pachysandra procumbens Michx.","Allegheny-spurge"
"PAPU5","Paspalum pubiflorum Rupr. ex Fourn.","hairyseed paspalum"
"PAQU","Panax quinquefolius L.","American ginseng"
"PAQU2","Parthenocissus quinquefolia (L.) Planch.","Virginia creeper"
"PARAP","Parapholis C.E. Hubbard","sicklegrass"
"PARE3","Panicum repens L.","torpedo grass"
"PAREN","Parentucellia Viv.","glandweed"
"PARH2","Papaver rhoeas L.","corn poppy"
"PARI4","Panicum rigidulum Bosc ex Nees","redtop panicgrass"
"PARIC","Panicum rigidulum Bosc ex Nees var. combsii (Scribn. & C.R. Ball) Lelong","Combs' panicgrass"
"PARIE","Parietaria L.","pellitory"
"PARIE2","Panicum rigidulum Bosc ex Nees var. elongatum (Pursh) Lelong","redtop panicgrass"
"PARIP","Panicum rigidulum Bosc ex Nees var. pubescens (Vasey) Lelong","redtop panicgrass"
"PARIR","Panicum rigidulum Bosc ex Nees var. rigidulum","redtop panicgrass"
"PARKI2","Parkinsonia L.","paloverde"
"PARNA","Parnassia L.","grass of Parnassus"
"PARON","Paronychia Mill.","nailwort"
"PARTH2","Parthenium L.","feverfew"
"PARTH3","Parthenocissus Planch.","creeper"
"PASA2","Pastinaca sativa L.","wild parsnip"
"PASCA","Pascalia Ortega","Pascalia"
"PASE5","Paspalum setaceum Michx.","thin paspalum"
"PASO2","Papaver somniferum L.","opium poppy"
"PASPA","Paspalidium Stapf","watercrown grass"
"PASPA2","Paspalum L.","crowngrass"
"PASSI","Passiflora L.","passionflower"
"PASTI","Pastinaca L.","parsnip"
"PATA5","Packera tampicana (DC.) C. Jeffrey","Great Plains ragwort"
"PATE","Palafoxia texana DC.","Texas palafox"
"PATE3","Panicum tenerum Bey. ex Trin.","bluejoint panicgrass"
"PATEA","Palafoxia texana DC. var. ambigua (Shinners) B.L. Turner & Morris","Texas palafox"
"PATO2","Paulownia tomentosa (Thunb.) Siebold & Zucc. ex Steud.","princesstree"
"PATO4","Packera tomentosa (Michx.) C. Jeffrey","woolly ragwort"
